start,end,type,measure,start_beat,duration,track,TS,measure_score
516,520,g,130,0,4,0,2/2,38
520,524,g,131,0,4,0,2/2,39
524,528,g,132,0,4,0,2/2,40
531,534,b,133,3,3,0,2/2,41
535,538,b,134,3,3,0,2/2,42
539,546,b,135,3,7,0,2/2,43
547,550,b,137,3,3,0,2/2,45
551,554,b,138,3,3,0,2/2,46
555,562,b,139,3,7,0,2/2,47
563,566,b,141,3,3,0,2/2,49
567,570,b,142,3,3,0,2/2,50
571,585,b,143,3,14,0,2/2,51
585,593,e,147,1,8,0,2/2,55
593,601,e,149,1,8,0,2/2,57
601,617,e,151,1,16,0,2/2,59
617,625,e,155,1,8,1,2/2,63
619,625,e,155,3,6,0,2/2,63
625,633,e,157,1,8,1,2/2,65
627,633,e,157,3,6,0,2/2,65
633,641,e,159,1,8,1,2/2,67
635,641,e,159,3,6,0,2/2,67
664,672,f,167,0,8,0,2/2,75
672,680,f,169,0,8,0,2/2,77
680,688,f,171,0,8,0,2/2,79
688,696,f,173,0,8,0,2/2,81
696,713,f,175,0,17,0,2/2,83
736,743,a,185,0,7,0,2/2,93
744,751,a,187,0,7,0,2/2,95
752,759,a,189,0,7,0,2/2,97
760,765,a,191,0,5,0,2/2,99
767,776,d,192,3,9,0,2/2,100
776,781,a,195,0,5,0,2/2,103
783,792,d,196,3,9,0,2/2,104
792,797,a,199,0,5,0,2/2,107
796,800,g,200,0,4,1,2/2,108
800,805,a,201,0,5,0,2/2,109
804,808,g,202,0,4,1,2/2,110
808,813,a,203,0,5,0,2/2,111
812,816,g,204,0,4,1,2/2,112
816,821,a,205,0,5,0,2/2,113
820,824,g,206,0,4,1,2/2,114
824,829,a,207,0,5,0,2/2,115
828,832,g,208,0,4,1,2/2,116
832,837,a,209,0,5,0,2/2,117
836,840,g,210,0,4,1,2/2,118
840,844,g,211,0,4,0,2/2,119
844,848,g,212,0,4,0,2/2,120
848,865,e,213,0,17,0,2/2,121
864,881,e,217,0,17,1,2/2,125
880,897,e,221,0,17,0,2/2,129
896,912,b,225,0,16,0,2/2,133
912,920,a,229,0,8,0,2/2,137
920,929,b,231,0,9,0,2/2,139
929,938,b,233,1,9,0,2/2,141
936,943,a,235,0,7,1,2/2,143
959,963,b,240,3,4,0,2/2,148
963,967,b,241,3,4,0,2/2,149
967,972,b,242,3,5,0,2/2,150
972,976,c,244,0,4,0,2/2,152
976,984,a,245,0,8,0,2/2,153
1000,1016,h,251,0,16,0,2/2,159
1016,1032,h,255,0,16,0,2/2,163
1032,1049,h,259,0,17,0,2/2,167
1051,1054,b,263,3,3,0,2/2,171
1055,1058,b,264,3,3,0,2/2,172
1059,1066,b,265,3,7,0,2/2,173
1067,1070,b,267,3,3,0,2/2,175
1071,1074,b,268,3,3,0,2/2,176
1075,1082,b,269,3,7,0,2/2,177
1083,1086,b,271,3,3,0,2/2,179
1087,1090,b,272,3,3,0,2/2,180
1091,1105,b,273,3,14,0,2/2,181
1105,1113,e,277,1,8,0,2/2,185
1113,1121,e,279,1,8,0,2/2,187
1121,1137,e,281,1,16,0,2/2,189
1139,1145,e,285,3,6,0,2/2,193
1147,1153,e,287,3,6,0,2/2,195
1155,1161,e,289,3,6,0,2/2,197
1184,1192,f,297,0,8,0,2/2,205
1192,1200,f,299,0,8,0,2/2,207
1200,1208,f,301,0,8,0,2/2,209
1208,1216,f,303,0,8,0,2/2,211
1216,1233,f,305,0,17,0,2/2,213
