start,end,type,measure,start_beat,duration,track,TS,measure_score
529,536,a,265,1,7,0,2/4,148
537,545,a,269,1,8,0,2/4,152
545,549,a,273,1,4,0,2/4,156
553,561,b,277,1,8,0,2/4,160
560,565,b,281,0,5,1,2/4,164
562,569,b,282,0,7,0,2/4,165
571,579,b,286,1,8,1,2/4,169
576,583,b,289,0,7,0,2/4,172
580,587,b,291,0,7,1,2/4,174
584,591,b,293,0,7,0,2/4,176
593,597,b,297,1,4,0,2/4,180
594,596,b,298,0,2,2,2/4,181
595,598,b,298,1,3,1,2/4,181
597,601,b,299,1,4,0,2/4,182
598,600,b,300,0,2,2,2/4,183
599,602,b,300,1,3,1,2/4,183
601,605,b,301,1,4,0,2/4,184
602,604,b,302,0,2,2,2/4,185
603,606,b,302,1,3,1,2/4,185
605,609,b,303,1,4,0,2/4,186
606,608,b,304,0,2,2,2/4,187
607,610,b,304,1,3,1,2/4,187
615,619,b,308,1,4,0,2/4,191
616,618,b,309,0,2,2,2/4,192
617,620,b,309,1,3,1,2/4,192
625,629,b,313,1,4,0,2/4,196
626,628,b,314,0,2,2,2/4,197
627,630,b,314,1,3,1,2/4,197
652,656,b,327,0,4,0,2/4,210
656,660,b,329,0,4,0,2/4,212
660,667,b,331,0,7,1,2/4,214
666,669,b,334,0,3,0,2/4,217
668,671,b,335,0,3,1,2/4,218
670,673,b,336,0,3,0,2/4,219
681,685,a,341,1,4,0,2/4,224
685,689,a,343,1,4,0,2/4,226
689,697,a,345,1,8,0,2/4,228
697,705,b,349,1,8,0,2/4,232
704,709,b,353,0,5,1,2/4,236
706,713,b,354,0,7,0,2/4,237
734,738,c,368,0,4,1,2/4,251
738,742,c,370,0,4,0,2/4,253
742,746,c,372,0,4,1,2/4,255
746,754,c,374,0,8,0,2/4,257
766,770,d,384,0,4,0,2/4,267
770,774,d,386,0,4,0,2/4,269
774,778,d,388,0,4,0,2/4,271
778,787,b,390,0,9,0,2/4,273
787,795,e,394,1,8,0,2/4,277
795,803,e,398,1,8,0,2/4,281
803,809,e,402,1,6,0,2/4,285
810,814,f,406,0,4,0,2/4,289
814,818,f,408,0,4,0,2/4,291
818,822,f,410,0,4,0,2/4,293
819,825,a,410,1,6,1,2/4,293
825,829,a,413,1,4,0,2/4,296
829,832,a,415,1,3,0,2/4,298
831,834,a,416,1,3,1,2/4,299
833,836,a,417,1,3,0,2/4,300
838,847,a,420,0,9,1,2/4,303
846,855,b,424,0,9,0,2/4,307
854,858,c,428,0,4,1,2/4,311
858,862,c,430,0,4,0,2/4,313
862,866,c,432,0,4,1,2/4,315
866,870,c,434,0,4,0,2/4,317
890,899,b,446,0,9,0,2/4,329
