start,end,type,measure,start_beat,duration,track,TS,measure_score
420,423,a,141,0,3,0,3/4,92
423,426,a,142,0,3,0,3/4,93
426,429,a,143,0,3,0,3/4,94
429,432,a,144,0,3,0,3/4,95
432,435,a,145,0,3,0,3/4,96
435,438,a,146,0,3,0,3/4,97
438,441,a,147,0,3,0,3/4,98
441,444,c,148,0,3,0,3/4,99
444,447,c,149,0,3,0,3/4,100
447,450,c,150,0,3,0,3/4,101
449,454,f,150,2,5,1,3/4,101
455,460,f,152,2,5,0,3/4,103
461,466,f,154,2,5,0,3/4,105
467,478,f,156,2,11,0,3/4,107
477,480,a,160,0,3,0,3/4,111
480,483,a,161,0,3,0,3/4,112
483,486,a,162,0,3,0,3/4,113
486,489,a,163,0,3,0,3/4,114
489,492,a,164,0,3,0,3/4,115
492,495,a,165,0,3,0,3/4,116
495,498,a,166,0,3,0,3/4,117
498,501,a,167,0,3,0,3/4,118
501,504,a,168,0,3,0,3/4,119
504,507,a,169,0,3,0,3/4,120
507,510,a,170,0,3,0,3/4,121
510,513,a,171,0,3,0,3/4,122
513,516,a,172,0,3,0,3/4,123
516,522,b,173,0,6,0,3/4,124
522,528,b,175,0,6,0,3/4,126
528,534,a,177,0,6,0,3/4,128
534,537,c,179,0,3,0,3/4,130
537,540,c,180,0,3,0,3/4,131
540,543,c,181,0,3,0,3/4,132
543,547,c,182,0,4,0,3/4,133
547,559,d,183,1,12,0,3/4,134
559,571,d,187,1,12,0,3/4,138
571,582,d,191,1,11,0,3/4,142
582,594,e,195,0,12,0,3/4,146
594,606,e,199,0,12,0,3/4,150
618,630,g,207,0,12,0,3/4,158
630,648,g,211,0,18,0,3/4,162
648,651,a,217,0,3,0,3/4,168
651,654,a,218,0,3,0,3/4,169
654,657,a,219,0,3,0,3/4,170
657,660,a,220,0,3,0,3/4,171
660,663,a,221,0,3,0,3/4,172
663,666,a,222,0,3,0,3/4,173
666,669,a,223,0,3,0,3/4,52
669,675,b,224,0,6,0,3/4,53
675,681,b,226,0,6,0,3/4,55
681,687,a,228,0,6,0,3/4,57
687,690,a,230,0,3,0,3/4,59
690,693,a,231,0,3,0,3/4,60
693,696,a,232,0,3,0,3/4,61
696,699,a,233,0,3,0,3/4,62
699,702,a,234,0,3,0,3/4,63
702,705,a,235,0,3,0,3/4,64
705,708,a,236,0,3,0,3/4,65
708,711,a,237,0,3,0,3/4,66
711,714,a,238,0,3,0,3/4,67
714,717,a,239,0,3,0,3/4,68
717,720,a,240,0,3,0,3/4,69
720,723,a,241,0,3,0,3/4,70
723,726,a,242,0,3,0,3/4,71
726,729,a,243,0,3,0,3/4,72
729,732,a,244,0,3,0,3/4,73
732,735,a,245,0,3,0,3/4,74
735,738,c,246,0,3,0,3/4,75
738,741,c,247,0,3,0,3/4,76
741,744,c,248,0,3,0,3/4,77
743,748,f,248,2,5,1,3/4,77
749,754,f,250,2,5,0,3/4,79
755,759,f,252,2,4,0,3/4,81
759,762,a,254,0,3,0,3/4,83
762,765,a,255,0,3,0,3/4,84
765,768,a,256,0,3,0,3/4,85
768,771,a,257,0,3,0,3/4,86
771,774,a,258,0,3,0,3/4,87
774,777,a,259,0,3,0,3/4,88
777,780,a,260,0,3,0,3/4,89
780,783,a,261,0,3,0,3/4,90
783,786,a,262,0,3,0,3/4,91
786,789,a,263,0,3,0,3/4,92
789,792,a,264,0,3,0,3/4,93
792,795,a,265,0,3,0,3/4,94
795,798,a,266,0,3,0,3/4,95
798,801,a,267,0,3,0,3/4,96
801,804,a,268,0,3,0,3/4,97
804,807,a,269,0,3,0,3/4,98
807,810,c,270,0,3,0,3/4,99
810,813,c,271,0,3,0,3/4,100
813,816,c,272,0,3,0,3/4,101
815,820,f,272,2,5,1,3/4,101
821,826,f,274,2,5,0,3/4,103
827,832,f,276,2,5,0,3/4,105
833,844,f,278,2,11,0,3/4,107
843,846,a,282,0,3,0,3/4,111
846,849,a,283,0,3,0,3/4,112
849,852,a,284,0,3,0,3/4,113
852,855,a,285,0,3,0,3/4,114
855,858,a,286,0,3,0,3/4,115
858,861,a,287,0,3,0,3/4,116
861,864,a,288,0,3,0,3/4,117
864,867,a,289,0,3,0,3/4,118
867,870,a,290,0,3,0,3/4,119
870,873,a,291,0,3,0,3/4,120
873,876,a,292,0,3,0,3/4,121
876,879,a,293,0,3,0,3/4,122
879,882,a,294,0,3,0,3/4,123
882,888,b,295,0,6,0,3/4,124
888,894,b,297,0,6,0,3/4,126
894,900,a,299,0,6,0,3/4,128
900,903,c,301,0,3,0,3/4,130
903,906,c,302,0,3,0,3/4,131
906,909,c,303,0,3,0,3/4,132
909,913,c,304,0,4,0,3/4,133
913,925,d,305,1,12,0,3/4,134
925,937,d,309,1,12,0,3/4,138
937,948,d,313,1,11,0,3/4,142
948,960,e,317,0,12,0,3/4,146
960,972,e,321,0,12,0,3/4,150
984,996,g,329,0,12,0,3/4,158
996,1014,g,333,0,18,0,3/4,162
1014,1017,a,339,0,3,0,3/4,168
1017,1020,a,340,0,3,0,3/4,169
1020,1023,a,341,0,3,0,3/4,170
1023,1026,a,342,0,3,0,3/4,171
1026,1029,a,343,0,3,0,3/4,172
1029,1032,a,344,0,3,0,3/4,173
1032,1035,a,345,0,3,0,3/4,174
1035,1038,a,346,0,3,0,3/4,175
1038,1041,a,347,0,3,0,3/4,176
1041,1050,b,348,0,9,0,3/4,177
1050,1053,a,351,0,3,0,3/4,180
1053,1062,b,352,0,9,0,3/4,181
1062,1065,a,355,0,3,0,3/4,184
1065,1074,b,356,0,9,0,3/4,185
1074,1077,a,359,0,3,0,3/4,188
1077,1083,b,360,0,6,0,3/4,189
1083,1086,a,362,0,3,0,3/4,191
1086,1089,a,363,0,3,0,3/4,192
1089,1092,a,364,0,3,0,3/4,193
1092,1095,a,365,0,3,0,3/4,194
1095,1098,a,366,0,3,0,3/4,195
1098,1101,a,367,0,3,0,3/4,196
1101,1104,a,368,0,3,0,3/4,197
1104,1108,a,369,0,4,1,3/4,198
1107,1111,d,370,0,4,0,3/4,199
1108,1114,d,370,1,6,1,3/4,199
