start,end,type,measure,start_beat,duration,track,TS,measure_score
723,726,a,242,0,3,0,3/4,154
726,729,a,243,0,3,0,3/4,155
729,733,b,244,0,4,0,3/4,156
735,738,a,246,0,3,0,3/4,158
738,741,a,247,0,3,0,3/4,159
741,745,b,248,0,4,0,3/4,160
744,748,h,249,0,4,1,3/4,161
747,750,d,250,0,3,0,3/4,162
750,754,h,251,0,4,1,3/4,163
753,756,d,252,0,3,0,3/4,164
756,759,d,253,0,3,0,3/4,165
759,762,i,254,0,3,1,3/4,166
761,767,i,254,2,6,0,3/4,166
770,774,e,257,2,4,0,3/4,169
774,777,e,259,0,3,0,3/4,171
777,781,b,260,0,4,0,3/4,172
782,793,e,261,2,11,0,3/4,173
809,813,e,270,2,4,0,3/4,182
813,816,e,272,0,3,0,3/4,184
816,820,b,273,0,4,0,3/4,185
821,832,e,274,2,11,0,3/4,186
831,838,f,278,0,7,1,3/4,190
837,844,f,280,0,7,0,3/4,192
844,846,f,282,1,2,0,3/4,194
846,848,f,283,0,2,0,3/4,195
848,850,f,283,2,2,0,3/4,195
850,852,f,284,1,2,0,3/4,196
852,854,f,285,0,2,0,3/4,197
854,856,f,285,2,2,0,3/4,197
856,858,f,286,1,2,0,3/4,198
858,860,f,287,0,2,0,3/4,199
860,862,f,287,2,2,0,3/4,199
862,864,f,288,1,2,0,3/4,200
864,866,f,289,0,2,0,3/4,201
866,868,f,289,2,2,0,3/4,201
876,879,i,293,0,3,0,3/4,205
878,881,i,293,2,3,1,3/4,205
880,886,i,294,1,6,0,3/4,206
885,900,a,296,0,15,1,3/4,208
888,891,i,297,0,3,0,3/4,209
890,893,i,297,2,3,2,3/4,209
892,895,i,298,1,3,0,3/4,210
894,899,i,299,0,5,2,3/4,211
900,909,g,301,0,9,0,3/4,213
909,913,c,304,0,4,0,3/4,216
912,920,g,305,0,8,1,3/4,217
920,924,a,307,2,4,0,3/4,219
924,927,a,309,0,3,0,3/4,221
927,933,b,310,0,6,0,3/4,222
933,938,b,312,0,5,0,3/4,224
938,940,b,313,2,2,0,3/4,225
941,943,b,314,2,2,0,3/4,226
944,946,b,315,2,2,0,3/4,227
947,949,b,316,2,2,0,3/4,228
950,957,b,317,2,7,0,3/4,229
957,963,b,320,0,6,0,3/4,232
963,967,c,322,0,4,0,3/4,234
966,972,h,323,0,6,1,3/4,235
972,975,a,325,0,3,0,3/4,237
975,978,a,326,0,3,0,3/4,238
978,984,b,327,0,6,0,3/4,239
984,988,b,329,0,4,0,3/4,241
989,991,b,330,2,2,0,3/4,242
992,995,b,331,2,3,0,3/4,243
999,1003,h,334,0,4,1,3/4,246
1002,1006,h,335,0,4,0,3/4,247
1002,1005,d,335,0,3,2,3/4,247
1005,1009,h,336,0,4,1,3/4,248
1008,1012,h,337,0,4,0,3/4,249
1008,1012,d,337,0,4,2,3/4,249
1012,1019,d,338,1,7,0,3/4,250
