start,end,type,measure,start_beat,duration,track,TS,measure_score
341,344,c,94,1,3,0,2/2,41
343,345,c,94,3,2,0,2/2,41
345,347,c,95,1,2,0,2/2,42
347,349,c,95,3,2,0,2/2,42
357,360,c,98,1,3,0,2/2,45
359,361,c,98,3,2,0,2/2,45
361,363,c,99,1,2,0,2/2,46
363,367,a,99,3,4,0,2/2,46
367,371,a,100,3,4,0,2/2,47
371,376,a,101,3,5,0,2/2,48
376,386,a,103,0,10,1,2/2,50
384,396,d,105,0,12,0,2/2,52
392,402,a,107,0,10,1,2/2,54
400,411,d,109,0,11,0,2/2,56
408,413,h,111,0,5,1,2/2,58
416,421,h,113,0,5,0,2/2,60
424,429,h,115,0,5,0,2/2,62
424,428,h,115,0,4,2,2/2,62
428,433,h,116,0,5,1,2/2,63
428,432,h,116,0,4,2,2/2,63
432,437,h,117,0,5,0,2/2,64
432,436,h,117,0,4,2,2/2,64
436,441,h,118,0,5,1,2/2,65
436,440,h,118,0,4,2,2/2,65
456,461,c,123,0,5,0,2/2,70
461,463,c,124,1,2,0,2/2,71
463,465,c,124,3,2,0,2/2,71
465,468,c,125,1,3,0,2/2,72
477,479,c,128,1,2,0,2/2,75
479,481,c,128,3,2,0,2/2,75
481,484,c,129,1,3,0,2/2,76
493,495,c,132,1,2,0,2/2,79
495,497,c,132,3,2,0,2/2,79
497,500,c,133,1,3,0,2/2,80
509,511,c,136,1,2,0,2/2,83
511,513,c,136,3,2,0,2/2,83
513,516,c,137,1,3,0,2/2,84
525,527,c,140,1,2,0,2/2,87
527,529,c,140,3,2,0,2/2,87
529,532,c,141,1,3,0,2/2,88
533,535,c,142,1,2,0,2/2,89
535,537,c,142,3,2,0,2/2,89
540,545,c,144,0,5,0,2/2,91
545,547,c,145,1,2,0,2/2,92
552,568,a,147,0,16,0,2/2,94
553,556,c,147,1,3,1,2/2,94
557,560,c,148,1,3,1,2/2,95
561,564,c,149,1,3,1,2/2,96
565,568,c,150,1,3,1,2/2,97
568,580,a,151,0,12,0,2/2,98
569,572,c,151,1,3,1,2/2,98
573,576,c,152,1,3,1,2/2,99
577,580,c,153,1,3,1,2/2,100
581,584,c,154,1,3,1,2/2,101
585,588,c,155,1,3,1,2/2,102
589,592,c,156,1,3,1,2/2,103
616,621,c,163,0,5,0,2/2,110
621,623,c,164,1,2,0,2/2,111
623,626,c,164,3,3,0,2/2,111
624,632,d,165,0,8,1,2/2,112
632,639,g,167,0,7,0,2/2,114
639,649,d,168,3,10,1,2/2,115
648,655,g,171,0,7,0,2/2,118
655,665,d,172,3,10,1,2/2,119
664,670,e,175,0,6,0,2/2,122
670,673,e,176,2,3,0,2/2,123
673,680,e,177,1,7,0,2/2,124
684,692,a,180,0,8,0,2/2,127
692,700,a,182,0,8,0,2/2,129
708,711,c,186,0,3,0,2/2,133
711,713,c,186,3,2,0,2/2,133
713,715,c,187,1,2,0,2/2,134
715,717,c,187,3,2,0,2/2,134
724,727,c,190,0,3,0,2/2,137
727,729,c,190,3,2,0,2/2,137
729,731,c,191,1,2,0,2/2,138
731,735,a,191,3,4,0,2/2,138
735,739,a,192,3,4,0,2/2,139
739,744,a,193,3,5,0,2/2,140
744,754,a,195,0,10,0,2/2,142
752,764,d,197,0,12,1,2/2,144
760,770,a,199,0,10,0,2/2,146
768,779,d,201,0,11,1,2/2,148
776,781,h,203,0,5,0,2/2,150
784,789,h,205,0,5,0,2/2,152
792,797,h,207,0,5,0,2/2,154
792,796,h,207,0,4,2,2/2,154
796,801,h,208,0,5,1,2/2,155
796,800,h,208,0,4,2,2/2,155
800,805,h,209,0,5,0,2/2,156
800,804,h,209,0,4,2,2/2,156
804,809,h,210,0,5,1,2/2,157
804,808,h,210,0,4,2,2/2,157
824,829,c,215,0,5,0,2/2,162
829,831,c,216,1,2,0,2/2,163
831,833,c,216,3,2,0,2/2,163
833,838,c,217,1,5,1,2/2,164
836,845,d,218,0,9,0,2/2,165
844,851,g,220,0,7,1,2/2,167
851,861,d,221,3,10,0,2/2,168
860,867,g,224,0,7,1,2/2,171
867,877,d,225,3,10,0,2/2,172
876,883,g,228,0,7,1,2/2,175
883,893,d,229,3,10,0,2/2,176
892,900,g,232,0,8,1,2/2,179
900,909,a,234,0,9,0,2/2,181
908,917,a,236,0,9,1,2/2,183
916,925,a,238,0,9,0,2/2,185
924,933,a,240,0,9,1,2/2,187
932,941,a,242,0,9,0,2/2,189
940,960,a,244,0,20,1,2/2,191
948,964,a,246,0,16,0,2/2,193
964,974,a,250,0,10,1,2/2,197
972,981,d,252,0,9,0,2/2,199
980,988,a,254,0,8,1,2/2,201
988,996,a,256,0,8,0,2/2,203
996,1004,a,258,0,8,0,2/2,205
1012,1022,a,262,0,10,0,2/2,209
1020,1029,d,264,0,9,1,2/2,211
1028,1036,a,266,0,8,0,2/2,213
1036,1044,a,268,0,8,0,2/2,215
1044,1052,a,270,0,8,0,2/2,217
1068,1077,a,276,0,9,0,2/2,223
1076,1085,a,278,0,9,1,2/2,225
1084,1093,a,280,0,9,0,2/2,227
1092,1101,a,282,0,9,1,2/2,229
1099,1105,a,283,3,6,0,2/2,230
1103,1109,a,284,3,6,1,2/2,231
1107,1113,a,285,3,6,0,2/2,232
1111,1117,a,286,3,6,1,2/2,233
1117,1121,a,288,1,4,0,2/2,235
1121,1125,a,289,1,4,0,2/2,236
1125,1129,a,290,1,4,0,2/2,237
1129,1132,a,291,1,3,0,2/2,238
1148,1160,a,296,0,12,1,2/2,243
1160,1172,a,299,0,12,1,2/2,246
1164,1171,e,300,0,7,0,2/2,247
1172,1179,e,302,0,7,0,2/2,249
1180,1189,e,304,0,9,0,2/2,251
