onset,midi_number,morphetic_number,duration,staff_number,measure,type
143.5,34,45,0.5,1,36,
144.0,50,54,1.5,1,37,
144.0,53,56,1.5,1,37,
144.0,58,59,1.5,1,37,
144.0,62,61,1.5,1,37,
145.5,50,54,0.5,1,37,
145.5,53,56,0.5,1,37,
145.5,58,59,0.5,1,37,
145.5,62,61,0.5,1,37,
145.5,74,68,0.5,0,37,
145.5,77,70,0.5,0,37,
145.5,82,73,0.5,0,37,
145.5,86,75,0.5,0,37,a
146.0,50,54,0.5,1,37,
146.0,62,61,0.5,1,37,
146.0,74,68,0.5,0,37,
146.0,86,75,0.5,0,37,a
147.0,50,54,0.25,1,37,
147.0,54,56,0.25,1,37,
147.0,57,58,0.25,1,37,
147.0,62,61,0.25,1,37,
147.0,74,68,0.25,0,37,
147.0,78,70,0.25,0,37,
147.0,81,72,0.25,0,37,
147.0,86,75,0.25,0,37,a
147.5,50,54,0.25,1,37,
147.5,54,56,0.25,1,37,
147.5,57,58,0.25,1,37,
147.5,62,61,0.25,1,37,
147.5,74,68,0.25,0,37,
147.5,78,70,0.25,0,37,
147.5,81,72,0.25,0,37,
147.5,86,75,0.25,0,37,a
148.0,50,54,0.5,1,37,
148.0,54,56,0.5,1,37,
148.0,57,58,0.5,1,37,
148.0,62,61,0.5,1,37,
148.0,74,68,0.5,0,37,
148.0,78,70,0.5,0,37,
148.0,81,72,0.5,0,37,
148.0,86,75,0.5,0,37,a
149.0,50,54,0.5,1,38,
149.0,54,56,0.5,1,38,
149.0,57,58,0.5,1,38,
149.0,62,61,0.5,1,38,
149.0,74,68,0.5,0,38,
149.0,78,70,0.5,0,38,
149.0,81,72,0.5,0,38,
149.0,86,75,0.5,0,38,a
151.5,50,54,0.5,1,38,
152.0,62,61,1.5,1,38,
153.0,66,63,1.0,0,39,
153.0,69,65,1.0,0,39,
153.0,74,68,1.0,0,39,
153.5,50,54,0.5,1,39,
154.0,62,61,1.5,1,39,
155.0,66,63,1.0,0,39,
155.0,69,65,1.0,0,39,
155.0,74,68,1.0,0,39,
155.5,50,54,0.5,1,39,
156.0,62,61,1.5,1,40,
157.0,66,63,1.0,0,40,
157.0,69,65,1.0,0,40,
157.0,74,68,1.0,0,40,
157.5,50,54,0.5,1,40,
158.0,62,61,1.5,1,40,
159.0,66,63,1.0,0,40,
159.0,69,65,1.0,0,40,
159.0,74,68,1.0,0,40,
159.5,50,54,0.5,1,40,
160.0,57,58,1.5,1,41,
160.0,60,60,1.5,1,41,
161.0,69,65,1.0,0,41,
161.0,72,67,1.0,0,41,
161.0,74,68,1.0,0,41,
161.0,78,70,1.0,0,41,
161.5,50,54,0.5,1,41,
162.0,57,58,1.5,1,41,
162.0,60,60,1.5,1,41,
163.0,69,65,1.0,0,41,
163.0,72,67,1.0,0,41,
163.0,74,68,1.0,0,41,
163.0,78,70,1.0,0,41,
163.5,50,54,0.5,1,41,
164.0,54,56,1.5,1,42,
164.0,57,58,1.5,1,42,
165.0,69,65,1.0,0,42,
165.0,72,67,1.0,0,42,
165.0,78,70,1.0,0,42,
165.0,81,72,1.0,0,42,
165.5,50,54,0.5,1,42,
166.0,45,51,1.5,1,42,
167.0,72,67,1.0,0,42,
167.0,78,70,1.0,0,42,
167.0,81,72,1.0,0,42,
167.0,84,74,1.0,0,42,
167.5,50,54,0.5,1,42,
168.0,45,51,1.5,1,42,
169.0,78,70,1.0,0,43,
169.0,81,72,1.0,0,43,
169.0,84,74,1.0,0,43,
169.0,90,77,1.0,0,43,
169.5,50,54,0.5,1,43,
170.0,43,50,1.5,1,43,
171.0,81,72,1.0,0,43,
171.0,84,74,1.0,0,43,
171.0,93,79,1.0,0,43,
171.5,50,54,0.5,1,43,
172.0,42,49,1.5,1,43,
173.0,84,74,1.0,0,44,
173.0,93,79,1.0,0,44,
173.0,96,81,1.0,0,44,
173.5,50,54,0.5,1,44,
174.0,39,48,1.5,1,44,
175.0,84,74,1.0,0,44,
175.0,90,77,1.0,0,44,
175.0,93,79,1.0,0,44,
175.0,96,81,1.0,0,44,
175.5,50,54,0.5,1,44,
176.0,38,47,1.0,1,44,
176.0,50,54,1.0,1,44,
176.0,84,74,1.0,0,44,
176.0,90,77,1.0,0,44,
176.0,93,79,1.0,0,44,
176.0,96,81,1.0,0,44,
177.0,75,69,0.5,1,45,
177.0,81,72,0.5,0,45,
177.0,84,74,0.5,0,45,d
177.5,74,68,0.5,1,45,
177.5,80,71,0.5,0,45,
177.5,83,73,0.5,0,45,d
178.0,75,69,1.0,1,45,
178.0,81,72,1.0,0,45,
178.0,84,74,1.0,0,45,d
179.0,66,63,0.5,0,45,
179.0,69,65,0.5,0,45,d
179.0,74,68,0.5,1,45,
179.5,67,64,0.5,0,45,
179.5,70,66,0.5,0,45,d
179.5,73,67,0.5,1,45,
180.0,66,64,1.0,0,45,
180.0,69,65,1.0,0,45,d
180.0,74,68,1.0,1,45,
181.0,63,62,0.5,1,46,
181.0,81,72,0.5,0,46,
181.0,84,74,0.5,0,46,d
181.5,62,61,0.5,1,46,
181.5,80,71,0.5,0,46,
181.5,83,73,0.5,0,46,d
182.0,63,62,1.0,1,46,
182.0,81,72,1.0,0,46,
182.0,84,74,1.0,0,46,d
