onset,midi_number,morphetic_number,duration,staff_number,measure,type
15.66666667,61,60,0.166666667,0,8,b
15.83333333,64,62,0.166666667,0,8,b
16.0,45,51,1.0,1,9,
16.0,49,53,1.0,1,9,
16.0,52,55,1.0,1,9,
16.0,57,58,1.0,1,9,
16.0,69,65,0.25,0,9,b
16.5,71,66,0.25,0,9,b
17.0,73,67,0.25,0,9,b
17.5,74,68,0.25,0,9,b
18.0,76,69,0.25,0,10,b
18.5,78,70,0.25,0,10,b
19.0,80,71,0.25,0,10,b
19.5,81,72,0.25,0,10,b
20.0,76,69,1.5,0,11,b
20.5,52,55,0.5,1,11,
20.5,68,64,0.5,0,11,
21.0,54,56,0.5,1,11,
21.0,69,65,0.5,0,11,
21.5,56,57,0.5,1,11,
21.5,71,66,0.5,0,11,
21.5,74,68,0.5,0,11,b
22.0,57,58,0.5,1,12,
22.0,64,62,0.5,0,12,
22.0,73,67,0.5,0,12,b
22.5,45,51,0.5,1,12,b
23.0,49,53,0.5,1,12,b
23.5,50,54,0.5,1,12,b
24.0,52,55,1.5,1,13,b
24.5,56,57,0.5,0,13,
24.5,64,62,0.5,0,13,b
25.0,57,58,0.5,0,13,
25.0,66,63,0.5,0,13,b
25.5,50,54,0.5,1,13,b
25.5,59,59,0.5,0,13,
25.5,68,64,0.5,0,13,b
26.0,49,53,0.5,1,14,b
26.0,61,60,0.5,0,14,
26.0,69,65,0.5,0,14,b
26.5,52,55,0.5,1,14,
26.5,64,62,0.5,0,14,b
27.0,49,53,0.5,1,14,
27.0,69,65,0.5,0,14,b
27.5,45,51,0.5,1,14,
27.5,73,67,0.5,0,14,b
28.0,44,50,0.5,1,15,
28.0,71,66,0.5,0,15,
28.0,76,69,1.5,0,15,b
28.5,40,48,0.5,1,15,
28.5,68,64,0.5,0,15,
29.0,42,49,0.5,1,15,
29.0,69,65,0.5,0,15,
29.5,44,50,0.5,1,15,
29.5,71,66,0.5,0,15,
29.5,74,68,0.5,0,15,b
30.0,45,51,0.5,1,16,
30.0,64,62,1.5,0,16,
30.0,73,67,0.5,0,16,b
30.5,44,50,0.5,1,16,
30.5,71,66,0.5,0,16,
31.0,42,49,0.5,1,16,
31.0,69,65,0.5,0,16,
31.5,47,52,0.5,1,16,
31.5,63,61,0.5,0,16,
31.5,71,66,0.5,0,16,
32.0,40,48,2.0,1,17,
32.0,52,55,0.5,1,17,
32.0,59,59,1.0,0,17,
32.0,68,64,0.5,0,17,
32.5,47,52,0.5,1,17,
32.5,64,62,0.5,0,17,
33.0,54,56,0.5,1,17,
33.0,57,58,1.0,0,17,
33.0,63,61,1.0,0,17,
33.0,69,65,0.5,0,17,
33.5,47,52,0.5,1,17,
33.5,71,66,0.5,0,17,
34.0,40,48,2.0,1,18,
34.0,52,55,0.5,1,18,
34.0,59,59,1.0,0,18,
34.0,68,64,0.5,0,18,
34.5,47,52,0.5,1,18,
34.5,64,62,0.5,0,18,
35.0,54,56,0.5,1,18,
35.0,57,58,1.0,0,18,
35.0,63,61,1.0,0,18,
35.0,69,65,0.5,0,18,
35.5,47,52,0.5,1,18,
35.5,71,66,0.5,0,18,
36.0,40,48,1.0,1,19,
36.0,52,55,1.0,1,19,
36.0,59,59,1.0,0,19,
36.0,64,62,1.0,0,19,
36.0,68,64,1.0,0,19,
37.0,40,48,1.0,1,19,
37.0,56,57,1.0,0,19,
37.0,59,59,1.0,0,19,
37.0,64,62,1.0,0,19,
38.0,40,48,1.0,1,20,
38.0,56,57,1.0,0,20,
38.0,59,59,1.0,0,20,
38.0,64,62,1.0,0,20,
39.5,57,58,0.25,1,20,
39.5,69,65,0.25,0,20,
39.5,81,72,0.25,0,20,a
40.0,52,55,0.5,1,21,
40.0,64,62,0.5,0,21,
40.0,76,69,0.5,0,21,a
41.5,52,55,0.125,1,21,
41.5,64,62,0.125,0,21,a
41.625,50,54,0.125,1,21,
41.625,62,61,0.125,0,21,a
41.75,49,53,0.125,1,21,
41.75,61,60,0.125,0,21,a
41.875,47,52,0.125,1,21,
41.875,59,59,0.125,0,21,a
42.0,45,51,1.0,1,22,
42.0,57,58,1.0,0,22,a
43.5,33,44,0.166666667,1,22,b
43.66666667,37,46,0.166666667,1,22,b
43.83333333,40,48,0.166666667,1,22,b
44.0,45,51,0.25,1,23,b
44.5,47,52,0.25,1,23,b
45.0,49,53,0.25,1,23,b
45.5,50,54,0.25,1,23,b
46.0,52,55,0.25,1,24,b
46.5,54,56,0.25,1,24,b
47.0,56,57,0.25,1,24,b
47.5,57,58,0.25,1,24,b
48.0,52,55,1.5,1,25,b
48.5,56,57,0.5,0,25,
48.5,64,62,0.5,0,25,b
49.0,57,58,0.5,0,25,
49.0,66,63,0.5,0,25,b
49.5,50,54,0.5,1,25,b
49.5,59,59,0.5,0,25,
49.5,68,64,0.5,0,25,b
50.0,49,53,0.5,1,26,b
50.0,61,60,0.5,0,26,
50.0,69,65,0.5,0,26,b
50.5,52,55,0.5,1,26,
50.5,64,62,0.5,0,26,b
51.0,49,53,0.5,1,26,
51.0,69,65,0.5,0,26,b
51.5,45,51,0.5,1,26,
51.5,73,67,0.5,0,26,b
52.0,44,50,0.5,1,27,
52.0,71,66,0.5,0,27,
52.0,76,69,1.5,0,27,b
52.5,52,55,0.5,1,27,b
52.5,68,64,0.5,0,27,
53.0,54,56,0.5,1,27,b
53.0,69,65,0.5,0,27,
53.5,56,57,0.5,1,27,b
53.5,71,66,0.5,0,27,
53.5,74,68,0.5,0,27,b
54.0,57,58,0.5,1,28,b
54.0,64,62,1.0,0,28,
54.0,73,67,1.0,0,28,b
54.5,52,55,0.5,1,28,b
55.0,57,58,0.5,1,28,b
55.5,61,60,0.5,1,28,b
56.0,64,62,1.5,1,29,b
56.5,68,64,0.5,0,29,
56.5,76,69,0.5,0,29,b
57.0,69,65,0.5,0,29,
57.0,78,70,0.5,0,29,b
57.5,62,61,0.5,1,29,b
57.5,71,66,0.5,0,29,
57.5,80,71,0.5,0,29,b
58.0,61,60,0.5,1,30,b
58.0,73,67,0.5,0,30,
58.0,81,72,0.5,0,30,b
58.5,56,57,0.5,1,30,
58.5,76,69,1.0,0,30,
58.5,83,73,0.5,0,30,b
59.0,57,58,0.5,1,30,
59.0,85,74,0.5,0,30,b
59.5,54,56,0.5,1,30,
59.5,81,72,0.5,0,30,
59.5,86,75,0.5,0,30,b
60.0,52,55,0.5,1,31,
60.0,85,74,1.0,0,31,
60.0,88,76,0.5,0,31,b
61.0,40,48,0.5,1,31,
61.0,71,66,1.0,0,31,
61.0,74,68,1.0,0,31,
61.0,76,69,0.5,0,31,
61.0,80,71,0.5,0,31,b
62.0,45,51,0.166666667,1,32,c
62.0,73,67,0.5,0,32,
62.0,76,69,0.5,0,32,
62.0,81,72,0.5,0,32,b
62.16666667,49,53,0.166666667,1,32,c
62.33333333,50,54,0.166666667,1,32,c
62.5,52,55,0.166666667,1,32,c
62.66666667,54,56,0.166666667,1,32,c
62.83333333,56,57,0.166666667,1,32,c
63.0,57,58,0.166666667,1,32,c
63.16666667,61,60,0.166666667,1,32,c
63.33333333,62,61,0.166666667,1,32,c
63.5,64,62,0.166666667,1,32,c
63.66666667,66,63,0.166666667,1,32,c
63.83333333,68,64,0.166666667,1,32,c
64.0,69,65,0.25,1,33,c
64.5,68,64,0.25,1,33,c
65.0,66,63,0.25,1,33,c
65.5,64,62,0.25,1,33,c
66.0,62,61,0.25,1,34,
66.0,64,62,0.166666667,0,34,c
66.16666667,68,64,0.166666667,0,34,c
66.33333333,69,65,0.166666667,0,34,c
66.5,61,60,0.25,1,34,
66.5,71,66,0.166666667,0,34,c
66.66666667,73,67,0.166666667,0,34,c
66.83333333,74,68,0.166666667,0,34,c
67.0,59,59,0.25,1,34,
67.0,76,69,0.166666667,0,34,c
67.16666667,80,71,0.166666667,0,34,c
67.33333333,81,72,0.166666667,0,34,c
67.5,57,58,0.25,1,34,
67.5,83,73,0.166666667,0,34,c
67.66666667,85,74,0.166666667,0,34,c
67.83333333,86,75,0.166666667,0,34,c
68.0,56,57,0.25,1,35,
68.0,88,76,0.25,0,35,c
68.5,54,56,0.25,1,35,
68.5,86,75,0.25,0,35,c
69.0,52,55,0.25,1,35,
69.0,85,74,0.25,0,35,c
69.5,50,54,0.25,1,35,
69.5,83,73,0.25,0,35,c
70.0,49,53,0.166666667,1,36,c
70.0,81,72,1.0,0,36,
70.16666667,52,55,0.166666667,1,36,c
70.33333333,54,56,0.166666667,1,36,c
70.5,56,57,0.166666667,1,36,c
70.66666667,57,58,0.166666667,1,36,c
70.83333333,59,59,0.166666667,1,36,c
71.0,61,60,0.166666667,0,36,c
71.16666667,64,62,0.166666667,0,36,c
71.33333333,66,63,0.166666667,0,36,c
71.5,68,64,0.166666667,0,36,c
71.66666667,69,65,0.166666667,0,36,c
71.83333333,71,66,0.166666667,0,36,c
72.0,73,67,0.25,0,37,c
72.5,71,66,0.25,0,37,c
73.0,69,65,0.25,0,37,c
73.5,68,64,0.25,0,37,c
74.0,69,65,0.25,0,38,
74.16666667,71,66,0.166666667,0,38,c
74.33333333,73,67,0.166666667,0,38,c
74.5,68,64,0.25,0,38,
74.5,75,68,0.166666667,0,38,c
74.66666667,76,69,0.166666667,0,38,c
74.83333333,77,69,0.166666667,0,38,c
75.0,66,63,0.25,0,38,
75.0,78,70,0.166666667,0,38,c
75.16666667,75,68,0.166666667,0,38,c
75.33333333,76,69,0.166666667,0,38,c
75.5,64,62,0.25,0,38,
75.5,78,70,0.166666667,0,38,c
75.66666667,80,71,0.166666667,0,38,c
75.83333333,81,72,0.166666667,0,38,c
76.0,63,61,0.25,1,39,
76.0,83,73,0.25,0,39,c
76.5,61,60,0.25,1,39,
76.5,81,72,0.25,0,39,c
77.0,59,59,0.25,1,39,
77.0,80,71,0.25,0,39,c
77.5,57,58,0.25,1,39,
77.5,78,70,0.25,0,39,c
78.0,56,57,0.25,1,40,
78.0,76,69,0.25,0,40,c
78.5,54,56,0.25,1,40,
78.5,75,68,0.25,0,40,c
79.0,52,55,0.25,1,40,
79.0,73,67,0.25,0,40,c
79.5,51,54,0.25,1,40,
79.5,71,66,0.25,0,40,c
80.0,49,53,0.5,1,41,
80.0,70,65,0.25,0,41,c
80.5,47,52,0.5,1,41,
80.5,68,64,0.25,0,41,c
81.0,46,51,0.5,1,41,
81.0,66,63,0.25,0,41,c
81.5,42,49,0.5,1,41,
81.5,64,62,0.25,0,41,c
82.0,47,52,4.0,1,42,
82.0,63,61,0.5,0,42,
82.0,63,61,0.5,0,42,
82.5,61,60,0.5,0,42,
83.0,59,59,0.5,0,42,
83.0,63,61,1.0,0,42,
83.5,57,58,0.5,0,42,
84.0,56,57,0.5,0,43,
84.0,64,62,1.0,0,43,
84.5,54,56,0.5,0,43,
85.0,52,55,0.5,0,43,
85.0,58,58,1.0,0,43,
85.5,54,56,0.5,0,43,
86.0,35,45,4.5,1,44,
86.0,51,54,0.5,0,44,
86.0,59,59,1.0,0,44,
86.5,49,53,0.5,0,44,
87.0,47,52,0.5,0,44,
87.0,51,54,1.0,0,44,
87.5,45,51,0.5,0,44,
88.0,44,50,0.5,0,45,
88.0,52,55,1.0,0,45,
88.5,42,49,0.5,0,45,
89.0,40,48,0.5,0,45,
89.0,46,51,1.0,0,45,
89.5,42,49,0.5,0,45,
90.0,39,47,1.0,0,46,
90.0,47,52,1.0,0,46,
90.5,39,47,0.5,1,46,
91.0,42,49,0.5,1,46,
91.5,46,51,0.5,1,46,
92.0,47,52,0.5,1,47,
92.5,51,54,0.5,1,47,
93.0,54,56,0.5,1,47,
93.5,58,58,0.5,1,47,
94.0,59,59,0.5,1,48,d
94.5,58,58,0.5,1,48,d
95.0,59,59,0.5,1,48,d
95.5,59,59,0.5,0,48,d
96.0,60,60,0.5,0,49,d
96.5,59,59,0.5,0,49,d
97.0,66,63,0.5,0,49,d
97.5,63,61,0.5,0,49,d
98.0,57,58,0.5,1,50,d
98.5,56,57,0.5,1,50,d
99.0,57,58,0.5,1,50,d
99.5,59,59,0.5,0,50,d
100.0,60,60,0.5,0,51,d
100.5,59,59,0.5,0,51,d
101.0,66,63,0.5,0,51,d
101.5,63,61,0.5,0,51,d
102.0,55,57,0.5,1,52,d
102.5,54,56,0.5,1,52,d
103.0,55,57,0.5,1,52,d
103.5,59,59,0.5,0,52,d
104.0,60,60,0.5,0,53,d
104.5,59,59,0.5,0,53,d
105.0,67,64,0.5,0,53,d
105.5,64,62,0.5,0,53,d
106.0,51,54,6.0,1,54,b
106.5,54,56,1.5,1,54,b
107.0,57,58,0.5,1,54,b
107.5,59,59,0.5,1,54,b
108.0,57,58,2.0,1,55,
108.0,60,60,2.0,1,55,
108.0,63,61,0.5,0,55,b
108.5,66,63,0.5,0,55,b
109.0,69,65,0.5,0,55,b
109.5,71,66,0.5,0,55,b
110.0,72,67,0.5,0,56,b
110.5,71,66,0.5,0,56,b
111.0,74,68,0.5,0,56,b
111.5,72,67,0.5,0,56,b
112.0,50,54,2.0,1,57,
112.0,54,56,2.0,1,57,
112.0,59,59,1.0,1,57,
112.0,71,66,0.5,0,57,b
112.5,69,65,0.5,0,57,b
113.0,57,58,1.0,1,57,
113.0,67,64,0.5,0,57,b
113.5,66,63,0.5,0,57,b
114.0,52,55,0.25,1,58,
114.0,55,57,0.25,1,58,
114.0,64,62,1.0,0,58,b
114.25,59,59,0.25,1,58,
114.5,52,55,0.25,1,58,
114.5,55,57,0.25,1,58,
114.75,59,59,0.25,1,58,
115.0,52,55,0.25,1,58,
115.0,55,57,0.25,1,58,
115.25,59,59,0.25,1,58,
115.5,52,55,0.25,1,58,
115.5,55,57,0.25,1,58,
115.5,76,69,0.5,0,58,e
115.75,59,59,0.25,1,58,
116.0,52,55,0.25,1,59,
116.0,55,57,0.25,1,59,
116.0,75,68,0.5,0,59,e
116.25,59,59,0.25,1,59,
116.5,52,55,0.25,1,59,
116.5,55,57,0.25,1,59,
116.5,76,69,0.5,0,59,e
116.75,59,59,0.25,1,59,
117.0,52,55,0.25,1,59,
117.0,55,57,0.25,1,59,
117.0,79,71,0.5,0,59,e
117.25,59,59,0.25,1,59,
117.5,52,55,0.25,1,59,
117.5,55,57,0.25,1,59,
117.5,76,69,0.5,0,59,e
117.75,59,59,0.25,1,59,
118.0,54,56,0.25,1,60,
118.0,57,58,0.25,1,60,
118.0,76,69,0.75,0,60,e
118.25,59,59,0.25,1,60,
118.5,54,56,0.25,1,60,
118.5,57,58,0.25,1,60,
118.75,60,60,0.25,1,60,
118.75,78,70,0.125,0,60,e
118.875,76,69,0.125,0,60,e
119.0,54,56,0.25,1,60,
119.0,57,58,0.25,1,60,
119.0,75,68,2.0,0,60,e
119.25,60,60,0.25,1,60,
119.5,54,56,0.25,1,60,
119.5,57,58,0.25,1,60,
119.75,60,60,0.25,1,60,
120.0,54,56,0.25,1,61,
120.0,57,58,0.25,1,61,
120.25,60,60,0.25,1,61,
120.5,54,56,0.25,1,61,
120.5,57,58,0.25,1,61,
120.75,60,60,0.25,1,61,
121.0,54,56,0.25,1,61,
121.0,57,58,0.25,1,61,
121.0,74,68,1.0,0,61,e
121.25,60,60,0.25,1,61,
121.5,54,56,0.25,1,61,
121.5,57,58,0.25,1,61,
121.75,60,60,0.25,1,61,
122.0,55,57,0.25,1,62,
122.0,59,59,0.25,1,62,
122.0,74,68,1.5,0,62,e
122.25,60,60,0.25,1,62,
122.5,55,57,0.25,1,62,
122.5,59,59,0.25,1,62,
122.75,62,61,0.25,1,62,
123.0,55,57,0.25,1,62,
123.0,59,59,0.25,1,62,
123.25,62,61,0.25,1,62,
123.5,55,57,0.25,1,62,
123.5,59,59,0.25,1,62,
123.5,79,71,0.5,0,62,e
123.75,62,61,0.25,1,62,
124.0,55,57,0.25,1,63,
124.0,59,59,0.25,1,63,
124.0,78,70,0.5,0,63,e
124.25,62,61,0.25,1,63,
124.5,55,57,0.25,1,63,
124.5,59,59,0.25,1,63,
124.5,79,71,0.5,0,63,e
124.75,62,61,0.25,1,63,
125.0,55,57,0.25,1,63,
125.0,59,59,0.25,1,63,
125.0,83,73,0.5,0,63,e
125.25,62,61,0.25,1,63,
125.5,55,57,0.25,1,63,
125.5,59,59,0.25,1,63,
125.5,79,71,0.5,0,63,e
125.75,62,61,0.25,1,63,
126.0,57,58,0.25,1,64,
126.0,60,60,0.25,1,64,
126.0,79,71,0.75,0,64,e
126.25,62,61,0.25,1,64,
126.5,57,58,0.25,1,64,
126.5,60,60,0.25,1,64,
126.75,63,62,0.25,1,64,
126.75,81,72,0.125,0,64,e
126.875,79,71,0.125,0,64,e
127.0,57,58,0.25,1,64,
127.0,60,60,0.25,1,64,
127.0,78,70,2.0,0,64,e
127.25,63,62,0.25,1,64,
127.5,57,58,0.25,1,64,
127.5,60,60,0.25,1,64,
127.75,63,62,0.25,1,64,
128.0,57,58,0.25,1,65,
128.0,60,60,0.25,1,65,
128.25,63,62,0.25,1,65,
128.5,57,58,0.25,1,65,
128.5,60,60,0.25,1,65,
128.75,63,62,0.25,1,65,
129.0,57,58,0.25,1,65,
129.0,60,60,0.25,1,65,
129.0,77,70,1.0,0,65,e
129.25,63,62,0.25,1,65,
129.5,57,58,0.25,1,65,
129.5,60,60,0.25,1,65,
129.75,63,62,0.25,1,65,
130.0,58,59,0.25,1,66,
130.0,62,61,0.25,1,66,
130.0,77,70,1.5,0,66,e
130.25,63,62,0.25,1,66,
130.5,58,58,0.25,1,66,
130.5,62,61,0.25,1,66,
130.75,65,63,0.25,1,66,
131.0,58,58,0.25,1,66,
131.0,62,61,0.25,1,66,
131.25,65,63,0.25,1,66,
131.5,58,58,0.25,1,66,
131.5,62,61,0.25,1,66,
131.5,82,73,0.5,0,66,e
131.75,65,63,0.25,1,66,
132.0,58,59,0.25,1,67,
132.0,62,61,0.25,1,67,
132.0,81,72,0.5,0,67,e
132.25,65,63,0.25,1,67,
132.5,58,59,0.25,1,67,
132.5,62,61,0.25,1,67,
132.5,82,73,0.5,0,67,e
132.75,65,63,0.25,1,67,
133.0,58,59,0.25,1,67,
133.0,62,61,0.25,1,67,
133.0,86,75,0.5,0,67,e
133.25,65,63,0.25,1,67,
133.5,58,59,0.25,1,67,
133.5,62,61,0.25,1,67,
133.5,82,73,0.5,0,67,e
133.75,65,63,0.25,1,67,
134.0,60,60,0.25,1,68,
134.0,63,62,0.25,1,68,
134.0,82,73,0.75,0,68,e
134.25,65,63,0.25,1,68,
134.5,60,60,0.25,1,68,
134.5,63,62,0.25,1,68,
134.75,66,63,0.25,1,68,
134.75,84,74,0.125,0,68,e
134.875,82,72,0.125,0,68,e
135.0,60,60,0.25,1,68,
135.0,63,62,0.25,1,68,
135.0,81,72,2.0,0,68,e
135.25,66,63,0.25,1,68,
135.5,60,60,0.25,1,68,
135.5,63,62,0.25,1,68,
135.75,66,63,0.25,1,68,
136.0,61,60,0.25,1,69,
136.0,64,62,0.25,1,69,
136.25,66,63,0.25,1,69,
136.5,61,60,0.25,1,69,
136.5,64,62,0.25,1,69,
136.75,67,64,0.25,1,69,
137.0,61,60,0.25,1,69,
137.0,64,62,0.25,1,69,
137.0,81,72,1.0,0,69,
137.25,67,64,0.25,1,69,
137.5,61,60,0.25,1,69,
137.5,64,62,0.25,1,69,
137.75,67,64,0.25,1,69,
138.0,62,61,0.25,1,70,
138.0,66,63,0.25,1,70,
138.0,81,72,1.0,0,70,f
138.25,67,64,0.25,1,70,
138.5,62,61,0.25,1,70,
138.5,66,63,0.25,1,70,
138.75,69,65,0.25,1,70,
139.0,62,61,0.25,1,70,
139.0,66,63,0.25,1,70,
139.0,72,67,2.0,0,70,
139.0,84,74,1.0,0,70,f
139.25,69,65,0.25,1,70,
139.5,62,61,0.25,1,70,
139.5,66,63,0.25,1,70,
139.75,69,65,0.25,1,70,
140.0,63,61,0.25,1,71,
140.0,66,63,0.25,1,71,
140.25,69,65,0.25,1,71,
140.5,63,61,0.25,1,71,
140.5,66,63,0.25,1,71,
140.75,69,65,0.25,1,71,
141.0,63,61,0.25,1,71,
141.0,66,63,0.25,1,71,
141.0,71,66,1.0,0,71,
141.0,83,73,1.0,0,71,f
141.25,69,65,0.25,1,71,
141.5,63,61,0.25,1,71,
141.5,66,63,0.25,1,71,
141.75,69,65,0.25,1,71,
142.0,64,62,0.25,1,72,
142.0,68,64,0.25,1,72,
142.0,83,73,1.0,0,72,f
142.25,69,65,0.25,1,72,
142.5,64,62,0.25,1,72,
142.5,68,64,0.25,1,72,
142.75,71,66,0.25,1,72,
143.0,64,62,0.25,1,72,
143.0,68,64,0.25,1,72,
143.0,74,68,2.0,0,72,
143.0,86,75,1.0,0,72,f
143.25,71,66,0.25,1,72,
143.5,64,62,0.25,1,72,
143.5,68,64,0.25,1,72,
143.75,71,66,0.25,1,72,
144.0,65,62,0.25,1,73,
144.0,67,64,0.25,1,73,
144.25,71,66,0.25,1,73,
144.5,65,62,0.25,1,73,
144.5,67,64,0.25,1,73,
144.75,71,66,0.25,1,73,
145.0,65,62,0.25,1,73,
145.0,67,64,0.25,1,73,
145.0,73,67,1.0,0,73,
145.0,85,74,1.0,0,73,f
145.25,71,66,0.25,1,73,
145.5,65,62,0.25,1,73,
145.5,67,64,0.25,1,73,
145.75,71,66,0.25,1,73,
146.0,66,63,0.25,1,74,
146.0,69,65,0.25,1,74,
146.0,85,74,1.0,0,74,f
146.25,71,66,0.25,1,74,
146.5,66,63,0.25,1,74,
146.5,69,65,0.25,1,74,
146.75,71,66,0.25,1,74,
147.0,66,63,0.25,1,74,
147.0,69,65,0.25,1,74,
147.0,76,69,2.0,0,74,
147.0,88,76,1.0,0,74,a
147.25,72,67,0.25,1,74,
147.5,66,63,0.25,1,74,
147.5,69,65,0.25,1,74,
147.75,72,67,0.25,1,74,
148.0,66,63,0.25,1,75,
148.0,69,65,0.25,1,75,
148.25,72,67,0.25,1,75,
148.5,66,63,0.25,1,75,
148.5,69,65,0.25,1,75,
148.75,72,67,0.25,1,75,
149.0,66,63,0.25,1,75,
149.0,69,65,0.25,1,75,
149.0,75,68,1.0,0,75,
149.0,87,75,1.0,0,75,a
149.25,72,67,0.25,1,75,
149.5,66,63,0.25,1,75,
149.5,69,65,0.25,1,75,
149.75,72,67,0.25,1,75,
150.0,66,63,1.0,1,76,
150.0,69,65,1.0,1,76,
150.0,75,68,1.0,0,76,
150.0,87,75,1.0,0,76,a
151.5,48,53,0.125,1,76,
151.5,60,60,0.125,0,76,a
151.625,47,52,0.125,1,76,
151.625,59,59,0.125,0,76,a
151.75,45,51,0.125,1,76,
151.75,57,58,0.125,0,76,a
151.875,43,50,0.125,1,76,
151.875,55,57,0.125,0,76,a
152.0,42,49,1.0,1,77,
152.0,54,56,1.0,0,77,a
153.5,76,69,0.5,0,77,
153.5,88,76,0.5,0,77,a
154.0,75,68,1.0,0,78,
154.0,87,75,1.0,0,78,a
155.5,48,53,0.125,1,78,
155.5,60,60,0.125,0,78,a
155.625,47,52,0.125,1,78,
155.625,59,59,0.125,0,78,a
155.75,45,51,0.125,1,78,
155.75,57,58,0.125,0,78,a
155.875,43,50,0.125,1,78,
155.875,55,57,0.125,0,78,a
156.0,42,49,1.0,1,79,
156.0,54,56,1.0,0,79,a
157.5,88,76,0.5,0,79,a
158.0,87,75,1.0,0,80,a
159.0,66,63,1.0,1,80,
159.0,69,65,1.0,1,80,
159.0,72,67,1.0,1,80,a
159.5,88,76,0.5,0,80,a
160.0,87,75,1.0,0,81,a
161.0,66,63,1.0,1,81,
161.0,69,65,1.0,1,81,
161.0,72,67,1.0,1,81,a
161.5,88,76,0.5,0,81,a
162.0,87,75,1.0,0,82,a
163.0,66,63,1.0,1,82,
163.0,69,65,1.0,1,82,
163.0,72,67,1.0,1,82,a
165.5,83,73,0.5,0,83,
166.0,56,57,1.0,1,84,
166.0,59,59,1.0,1,84,
166.0,64,62,1.0,1,84,
166.5,76,69,0.166666667,0,84,a
166.66666669999995,88,76,0.166666667,0,84,a
166.83333330000005,76,69,0.166666667,0,84,a
167.0,71,66,0.166666667,0,84,a
167.16666669999995,83,73,0.166666667,0,84,a
167.33333330000005,71,66,0.166666667,0,84,a
167.5,68,64,0.166666667,0,84,a
167.66666669999995,80,71,0.166666667,0,84,a
167.83333330000005,68,64,0.166666667,0,84,a
168.0,64,62,0.166666667,0,85,a
168.16666669999995,76,69,0.166666667,0,85,a
168.33333330000005,64,62,0.166666667,0,85,a
168.5,59,59,0.166666667,0,85,a
168.66666669999995,71,66,0.166666667,0,85,a
168.83333330000005,59,59,0.166666667,0,85,a
169.0,56,57,0.166666667,0,85,a
169.16666669999995,68,64,0.166666667,0,85,a
169.33333330000005,56,57,0.166666667,0,85,a
169.5,52,55,0.166666667,0,85,a
169.66666669999995,64,62,0.166666667,0,85,a
169.83333330000005,52,55,0.166666667,0,85,a
170.0,46,51,2.0,1,86,
170.0,52,55,2.0,0,86,
170.0,54,56,2.0,0,86,a
172.0,35,45,2.0,1,87,
172.0,45,51,2.0,1,87,
172.0,51,54,2.0,0,87,
172.0,59,59,2.0,0,87,a
174.0,40,48,1.0,1,88,a
174.0,44,50,1.0,1,88,
174.5,52,55,0.166666667,0,88,b
174.66666669999995,64,62,0.166666667,0,88,b
174.83333330000005,52,55,0.166666667,0,88,b
175.0,56,57,0.166666667,0,88,b
175.16666669999995,68,64,0.166666667,0,88,b
175.33333330000005,56,57,0.166666667,0,88,b
175.5,59,59,0.166666667,0,88,b
175.66666669999995,71,66,0.166666667,0,88,b
175.83333330000005,59,59,0.166666667,0,88,b
176.0,64,62,0.166666667,0,89,b
176.16666669999995,76,69,0.166666667,0,89,b
176.33333330000005,64,62,0.166666667,0,89,b
176.5,68,64,0.166666667,0,89,b
176.66666669999995,80,71,0.166666667,0,89,b
