onset,midi_number,morphetic_number,duration,staff_number,measure,type
110.0,52,55,1.0,1,37,
110.0,62,61,2.0,0,37,
110.0,74,68,2.0,0,37,a
111.0,45,51,2.0,1,38,
111.0,52,55,1.0,1,38,
112.0,52,55,1.0,1,38,
112.0,61,60,1.0,0,38,
112.0,73,67,1.0,0,38,a
113.0,45,51,1.0,1,38,
113.0,55,57,1.0,1,38,
113.0,64,62,1.0,0,38,
113.0,76,69,1.0,0,38,a
114.0,50,54,1.0,1,39,
114.0,54,56,1.0,1,39,
114.0,62,61,1.0,0,39,
114.0,74,68,1.0,0,39,a
117.0,50,54,3.0,1,40,
117.0,57,58,6.0,1,40,
117.0,66,63,3.0,0,40,
117.0,71,66,3.0,0,40,c
120.0,49,53,3.0,1,41,
120.0,64,62,3.0,0,41,
120.0,69,65,4.0,0,41,c
123.0,47,52,3.0,1,42,
123.0,52,55,4.0,1,42,
123.0,62,61,1.0,0,42,
124.0,68,64,0.5,0,42,c
124.5,71,66,0.5,0,42,c
125.0,74,68,2.0,0,42,c
126.0,45,51,1.0,1,43,
127.0,73,67,1.0,0,43,c
129.0,57,58,3.0,1,44,
129.0,64,62,6.0,1,44,
129.0,73,67,3.0,0,44,
129.0,78,70,3.0,0,44,c
132.0,56,57,3.0,1,45,
132.0,71,66,3.0,0,45,
132.0,76,69,4.0,0,45,c
135.0,54,56,3.0,1,46,
135.0,59,59,4.0,1,46,
135.0,69,65,1.0,0,46,
136.0,75,68,0.5,0,46,c
136.5,78,70,0.5,0,46,c
137.0,81,72,2.0,0,46,c
138.0,52,55,1.0,1,47,
139.0,80,71,1.0,0,47,c
141.0,50,54,3.0,1,48,
141.0,57,58,6.0,1,48,
141.0,66,63,3.5,0,48,
141.5,71,66,0.5,0,48,d
142.0,70,65,0.5,0,48,d
142.5,71,66,0.5,0,48,d
143.0,73,67,0.5,0,48,d
143.5,71,66,0.5,0,48,d
144.0,49,53,3.0,1,49,
144.0,69,65,3.0,0,49,d
144.5,64,62,0.5,0,49,d
145.0,63,61,0.5,0,49,d
145.5,64,62,0.5,0,49,d
146.0,66,63,0.5,0,49,d
146.5,64,62,0.5,0,49,d
147.0,47,52,3.0,1,50,
147.0,52,55,4.0,1,50,
147.0,62,61,1.0,0,50,d
147.0,68,64,0.5,0,50,e
147.5,69,65,0.5,0,50,e
148.0,71,66,0.5,0,50,e
148.5,73,67,0.5,0,50,e
149.0,74,68,0.5,0,50,e
149.5,76,69,0.5,0,50,e
150.0,45,51,1.0,1,51,
150.0,74,68,0.5,0,51,e
150.5,73,67,0.5,0,51,e
151.0,71,66,0.5,0,51,e
151.5,69,65,0.5,0,51,e
152.0,68,64,0.5,0,51,e
152.5,69,65,0.5,0,51,e
153.0,57,58,3.0,1,52,
153.0,64,62,6.0,1,52,
153.0,73,67,3.5,0,52,
153.5,78,70,0.5,0,52,d
154.0,77,69,0.5,0,52,d
154.5,78,70,0.5,0,52,d
155.0,80,71,0.5,0,52,d
155.5,78,70,0.5,0,52,d
156.0,56,57,3.0,1,53,
156.0,76,69,3.0,0,53,d
156.5,71,66,0.5,0,53,d
157.0,70,65,0.5,0,53,d
157.5,71,66,0.5,0,53,d
158.0,73,67,0.5,0,53,d
158.5,71,66,0.5,0,53,d
159.0,54,56,3.0,1,54,
159.0,57,58,3.0,1,54,
159.0,59,59,4.0,1,54,
159.0,69,65,1.0,0,54,d
159.0,75,68,0.5,0,54,e
159.5,76,69,0.5,0,54,e
160.0,78,70,0.5,0,54,e
160.5,80,71,0.5,0,54,e
161.0,81,72,0.5,0,54,e
161.5,83,73,0.5,0,54,e
162.0,52,55,1.0,1,55,
162.0,56,57,1.0,1,55,
162.0,81,72,0.5,0,55,e
162.5,80,71,0.5,0,55,e
163.0,78,70,0.5,0,55,e
163.5,76,69,0.5,0,55,e
164.0,75,68,0.5,0,55,e
164.5,76,69,0.5,0,55,e
165.0,42,49,3.0,1,56,
165.0,45,51,3.0,1,56,
165.0,47,52,4.0,1,56,
165.0,75,68,0.5,0,56,e
165.5,76,69,0.5,0,56,e
166.0,78,70,0.5,0,56,e
166.5,80,71,0.5,0,56,e
167.0,81,72,0.5,0,56,e
167.5,83,73,0.5,0,56,e
168.0,40,48,1.0,1,57,
168.0,44,50,1.0,1,57,
168.0,81,72,0.5,0,57,e
168.5,80,71,0.5,0,57,e
169.0,78,70,0.5,0,57,e
169.5,76,69,0.5,0,57,e
170.0,75,68,0.5,0,57,e
170.5,76,69,0.5,0,57,e
171.0,54,56,3.0,1,58,
171.0,57,58,3.0,1,58,
171.0,59,59,4.0,1,58,
171.0,75,68,0.5,0,58,e
171.5,76,69,0.5,0,58,e
172.0,78,70,0.5,0,58,e
172.5,80,71,0.5,0,58,e
173.0,81,72,0.5,0,58,e
173.5,83,73,0.5,0,58,e
174.0,52,55,1.0,1,59,
174.0,56,57,1.0,1,59,
174.0,81,72,0.5,0,59,e
174.5,80,71,0.5,0,59,e
175.0,78,70,0.5,0,59,e
175.5,76,69,0.5,0,59,e
176.0,75,68,0.5,0,59,e
176.5,73,67,0.5,0,59,e
177.0,71,66,0.5,0,60,e
177.5,69,65,0.5,0,60,e
178.0,68,64,0.5,0,60,e
178.5,66,63,0.5,0,60,e
179.0,64,62,0.5,0,60,e
179.5,63,61,0.5,0,60,e
180.0,64,62,6.0,0,61,e
186.0,56,57,3.0,0,63,
186.0,59,59,3.0,0,63,
186.0,65,62,3.0,0,63,
187.0,49,53,1.0,1,63,
188.0,49,53,1.0,1,63,
189.0,57,58,3.0,0,64,
189.0,61,60,3.0,0,64,
189.0,66,63,3.0,0,64,
190.0,42,49,1.0,1,64,
191.0,42,49,1.0,1,64,
192.0,59,59,3.0,0,65,
192.0,65,62,3.0,0,65,
192.0,68,64,3.0,0,65,
193.0,37,46,1.0,1,65,
194.0,37,46,1.0,1,65,
195.0,61,60,3.0,0,66,
195.0,66,63,3.0,0,66,
195.0,69,65,3.0,0,66,
196.0,30,42,1.0,1,66,
197.0,30,42,1.0,1,66,
198.0,61,60,3.0,0,67,
198.0,64,62,3.0,0,67,
198.0,67,64,3.0,0,67,
198.0,70,65,3.0,0,67,
199.0,54,56,1.0,1,67,
200.0,54,56,1.0,1,67,
201.0,62,61,3.0,0,68,
201.0,66,63,3.0,0,68,
201.0,71,66,1.0,0,68,
202.0,47,52,1.0,1,68,
202.0,73,67,1.0,0,68,
203.0,47,52,1.0,1,68,
203.0,74,68,1.0,0,68,
204.0,61,60,2.0,0,69,
204.0,64,62,2.0,0,69,
204.0,69,65,2.0,0,69,
205.0,52,55,1.0,1,69,
206.0,40,48,1.0,1,69,
206.0,59,59,1.0,0,69,
206.0,62,61,1.0,0,69,
206.0,68,64,1.0,0,69,
207.0,45,51,0.5,1,70,
207.0,61,60,0.5,0,70,
207.0,69,65,0.5,0,70,
207.5,61,60,0.5,1,70,
207.5,73,67,0.5,0,70,
208.0,59,59,0.5,1,70,
208.0,71,66,0.5,0,70,
208.5,57,58,0.5,1,70,
208.5,69,65,0.5,0,70,
209.0,56,57,0.5,1,70,
209.0,68,64,0.5,0,70,
209.5,54,56,0.5,1,70,
209.5,66,63,0.5,0,70,
210.0,53,55,3.0,1,71,
210.0,65,62,3.0,0,71,
211.0,49,53,1.0,1,71,
212.0,49,53,1.0,1,71,
213.0,54,56,3.0,1,72,
213.0,66,63,3.0,0,72,
214.0,49,53,1.0,1,72,
215.0,49,53,1.0,1,72,
216.0,53,55,3.0,1,73,
216.0,56,57,3.0,1,73,
216.0,65,62,3.0,0,73,
216.0,68,64,3.0,0,73,
217.0,49,53,1.0,1,73,
218.0,49,53,1.0,1,73,
219.0,54,56,3.0,1,74,
219.0,57,58,3.0,1,74,
219.0,66,63,3.0,0,74,
219.0,69,65,3.0,0,74,
220.0,49,53,1.0,1,74,
221.0,49,53,1.0,1,74,
222.0,54,56,3.0,1,75,
222.0,59,59,3.0,1,75,
222.0,66,63,3.0,0,75,
222.0,71,66,3.0,0,75,
223.0,50,54,1.0,1,75,
224.0,50,54,1.0,1,75,
225.0,54,56,3.0,1,76,
225.0,60,59,3.0,1,76,
225.0,66,63,3.0,0,76,
225.0,72,66,3.0,0,76,
226.0,50,54,1.0,1,76,
227.0,50,54,1.0,1,76,
228.0,49,53,5.0,1,77,
228.0,53,55,0.5,1,77,
228.0,65,62,0.5,0,77,
228.0,73,67,5.0,0,77,
228.5,56,57,0.5,1,77,
228.5,68,64,0.5,0,77,
229.0,53,55,0.5,1,77,
229.0,65,62,0.5,0,77,
229.5,56,57,0.5,1,77,
229.5,68,64,0.5,0,77,
230.0,53,55,0.5,1,77,
230.0,65,62,0.5,0,77,
230.5,56,57,0.5,1,77,
230.5,68,64,0.5,0,77,
231.0,53,55,0.5,1,78,
231.0,65,62,0.5,0,78,
231.5,56,57,0.5,1,78,
231.5,68,64,0.5,0,78,
232.0,53,55,0.5,1,78,
232.0,65,62,0.5,0,78,
232.5,56,57,0.5,1,78,
232.5,68,64,0.5,0,78,
233.0,50,54,1.0,1,78,
233.0,54,56,0.5,1,78,
233.0,66,63,0.5,0,78,
233.0,72,66,1.0,0,78,f
233.5,56,57,0.5,1,78,
233.5,68,64,0.5,0,78,
234.0,49,53,2.0,1,79,
234.0,53,55,0.5,1,79,
234.0,65,62,0.5,0,79,
234.0,73,67,2.0,0,79,f
234.5,56,57,0.5,1,79,
234.5,68,64,0.5,0,79,
235.0,53,55,0.5,1,79,
235.0,65,62,0.5,0,79,
235.5,56,57,0.5,1,79,
235.5,68,64,0.5,0,79,
236.0,50,54,1.0,1,79,
236.0,54,56,0.5,1,79,
236.0,66,63,0.5,0,79,
236.0,72,66,1.0,0,79,f
236.5,56,57,0.5,1,79,
236.5,68,64,0.5,0,79,
237.0,49,53,2.0,1,80,
237.0,53,55,0.5,1,80,
237.0,65,62,0.5,0,80,
237.0,73,67,2.0,0,80,f
237.5,56,57,0.5,1,80,
237.5,68,64,0.5,0,80,
238.0,53,55,0.5,1,80,
238.0,65,62,0.5,0,80,
238.5,56,57,0.5,1,80,
238.5,68,64,0.5,0,80,
239.0,50,54,1.0,1,80,
239.0,54,56,0.5,1,80,
239.0,66,63,0.5,0,80,
239.0,72,66,1.0,0,80,f
239.5,56,57,0.5,1,80,
239.5,68,64,0.5,0,80,
240.0,49,53,5.0,1,81,
240.0,53,55,0.5,1,81,
240.0,65,62,0.5,0,81,
240.0,73,67,5.0,0,81,f
240.5,56,57,0.5,1,81,
240.5,68,64,0.5,0,81,
241.0,53,55,0.5,1,81,
241.0,65,62,0.5,0,81,
241.5,56,57,0.5,1,81,
241.5,68,64,0.5,0,81,
242.0,53,55,0.5,1,81,
242.0,65,62,0.5,0,81,
242.5,56,57,0.5,1,81,
242.5,68,64,0.5,0,81,
243.0,53,55,0.5,1,82,
243.0,65,62,0.5,0,82,
243.5,56,57,0.5,1,82,
243.5,68,64,0.5,0,82,
244.0,53,55,0.5,1,82,
244.0,65,62,0.5,0,82,
244.5,56,57,0.5,1,82,
244.5,68,64,0.5,0,82,
245.0,46,51,1.0,1,82,
245.0,53,55,0.5,1,82,
245.0,65,62,0.5,0,82,
245.0,73,67,1.0,0,82,f
245.5,56,57,0.5,1,82,
245.5,68,64,0.5,0,82,
246.0,47,52,2.0,1,83,
246.0,53,55,0.5,1,83,
246.0,65,62,0.5,0,83,
246.0,74,68,2.0,0,83,f
246.5,56,57,0.5,1,83,
246.5,68,64,0.5,0,83,
247.0,53,55,0.5,1,83,
247.0,65,62,0.5,0,83,
247.5,56,57,0.5,1,83,
247.5,68,64,0.5,0,83,
248.0,46,51,1.0,1,83,
248.0,53,55,0.5,1,83,
248.0,65,62,0.5,0,83,
248.0,73,67,1.0,0,83,f
248.5,56,57,0.5,1,83,
248.5,68,64,0.5,0,83,
249.0,47,52,2.0,1,84,
249.0,53,55,0.5,1,84,
249.0,65,62,0.5,0,84,
249.0,74,68,2.0,0,84,f
249.5,56,57,0.5,1,84,
249.5,68,64,0.5,0,84,
250.0,53,55,0.5,1,84,
250.0,65,62,0.5,0,84,
250.5,56,57,0.5,1,84,
250.5,68,64,0.5,0,84,
251.0,46,51,1.0,1,84,
251.0,53,55,0.5,1,84,
251.0,65,62,0.5,0,84,
251.0,73,67,1.0,0,84,f
251.5,56,57,0.5,1,84,
251.5,68,64,0.5,0,84,
252.0,47,52,6.0,1,85,
252.0,53,55,0.5,1,85,
252.0,65,62,0.5,0,85,
252.0,74,68,6.0,0,85,f
252.5,56,57,0.5,1,85,
252.5,68,64,0.5,0,85,
253.0,53,55,0.5,1,85,
253.0,65,62,0.5,0,85,
253.5,56,57,0.5,1,85,
253.5,68,64,0.5,0,85,
254.0,53,55,0.5,1,85,
254.0,65,62,0.5,0,85,
254.5,56,57,0.5,1,85,
254.5,68,64,0.5,0,85,
255.0,53,55,0.5,1,86,
255.0,65,62,0.5,0,86,
255.5,56,57,0.5,1,86,
255.5,68,64,0.5,0,86,
256.0,53,55,0.5,1,86,
256.0,65,62,0.5,0,86,
256.5,56,57,0.5,1,86,
256.5,68,64,0.5,0,86,
257.0,53,55,0.5,1,86,
257.0,65,62,0.5,0,86,
257.5,56,57,0.5,1,86,
257.5,68,64,0.5,0,86,
258.0,47,52,2.0,1,87,
258.0,52,55,0.5,1,87,
258.0,64,62,0.5,0,87,
258.0,74,68,2.0,0,87,f
258.5,56,57,0.5,1,87,
258.5,68,64,0.5,0,87,
259.0,52,55,0.5,1,87,
259.0,64,62,0.5,0,87,
259.5,56,57,0.5,1,87,
259.5,68,64,0.5,0,87,
260.0,46,51,1.0,1,87,
260.0,52,55,0.5,1,87,
260.0,64,62,0.5,0,87,
260.0,73,67,1.0,0,87,f
260.5,56,57,0.5,1,87,
260.5,68,64,0.5,0,87,
261.0,47,52,2.0,1,88,
261.0,52,55,0.5,1,88,
261.0,64,62,0.5,0,88,
261.0,74,68,2.0,0,88,f
261.5,56,57,0.5,1,88,
261.5,68,64,0.5,0,88,
262.0,52,55,0.5,1,88,
262.0,64,62,0.5,0,88,
262.5,56,57,0.5,1,88,
262.5,68,64,0.5,0,88,
263.0,46,51,1.0,1,88,
263.0,52,55,0.5,1,88,
263.0,64,62,0.5,0,88,
263.0,73,67,1.0,0,88,f
263.5,56,57,0.5,1,88,
263.5,68,64,0.5,0,88,
264.0,47,52,5.0,1,89,
264.0,52,55,0.5,1,89,
264.0,64,62,0.5,0,89,
264.0,74,68,5.0,0,89,f
264.5,56,57,0.5,1,89,
264.5,68,64,0.5,0,89,
265.0,52,55,0.5,1,89,
265.0,64,62,0.5,0,89,
265.5,56,57,0.5,1,89,
265.5,68,64,0.5,0,89,
266.0,52,55,0.5,1,89,
266.0,64,62,0.5,0,89,
266.5,56,57,0.5,1,89,
266.5,68,64,0.5,0,89,
267.0,52,55,0.5,1,90,
267.0,64,62,0.5,0,90,
267.5,56,57,0.5,1,90,
267.5,68,64,0.5,0,90,
268.0,52,55,0.5,1,90,
268.0,64,62,0.5,0,90,
268.5,56,57,0.5,1,90,
268.5,68,64,0.5,0,90,
269.0,47,52,1.0,1,90,
269.0,52,55,0.5,1,90,
269.0,64,62,0.5,0,90,
269.0,74,68,1.0,0,90,f
269.5,56,57,0.5,1,90,
269.5,68,64,0.5,0,90,
270.0,45,51,2.0,1,91,
270.0,57,58,0.5,1,91,
270.0,61,60,0.5,0,91,
270.0,73,67,2.0,0,91,f
270.5,52,55,0.5,1,91,
270.5,64,62,0.5,0,91,
271.0,57,58,0.5,1,91,
271.0,61,60,0.5,0,91,
271.5,52,55,0.5,1,91,
271.5,64,62,0.5,0,91,
272.0,47,52,1.0,1,91,
272.0,59,59,0.5,1,91,
272.0,62,61,0.5,0,91,
272.0,74,68,1.0,0,91,f
272.5,52,55,0.5,1,91,
272.5,64,62,0.5,0,91,
273.0,45,51,2.0,1,92,
273.0,57,58,0.5,1,92,
273.0,61,60,0.5,0,92,
273.0,73,67,2.0,0,92,f
273.5,52,55,0.5,1,92,
273.5,64,62,0.5,0,92,
274.0,57,58,0.5,1,92,
274.0,61,60,0.5,0,92,
274.5,52,55,0.5,1,92,
274.5,64,62,0.5,0,92,
275.0,44,50,1.0,1,92,
275.0,56,57,0.5,1,92,
275.0,59,59,0.5,0,92,
275.0,71,66,1.0,0,92,f
275.5,49,53,0.5,1,92,
275.5,65,62,0.5,0,92,
276.0,42,49,5.0,1,93,
276.0,54,56,0.5,1,93,
276.0,57,58,0.5,0,93,
276.0,69,65,5.0,0,93,f
276.5,49,53,0.5,1,93,
276.5,61,60,0.5,0,93,
277.0,54,56,0.5,1,93,
277.0,57,58,0.5,0,93,
277.5,49,53,0.5,1,93,
277.5,61,60,0.5,0,93,
278.0,54,56,0.5,1,93,
278.0,57,58,0.5,0,93,
278.5,49,53,0.5,1,93,
278.5,61,60,0.5,0,93,
279.0,54,56,0.5,1,94,
279.0,57,58,0.5,0,94,
279.5,49,53,0.5,1,94,
279.5,61,60,0.5,0,94,
280.0,54,56,0.5,1,94,
280.0,57,58,0.5,0,94,
280.5,49,53,0.5,1,94,
280.5,61,60,0.5,0,94,
281.0,44,50,1.0,1,94,
281.0,56,57,0.5,1,94,
281.0,59,59,0.5,0,94,
281.0,71,66,1.0,0,94,f
281.5,49,53,0.5,1,94,
281.5,61,60,0.5,0,94,
282.0,42,49,2.0,1,95,
282.0,54,56,0.5,1,95,
282.0,57,58,0.5,0,95,
282.0,69,65,2.0,0,95,f
282.5,49,53,0.5,1,95,
282.5,61,60,0.5,0,95,
283.0,54,56,0.5,1,95,
283.0,57,58,0.5,0,95,
283.5,49,53,0.5,1,95,
283.5,61,60,0.5,0,95,
284.0,44,50,1.0,1,95,
284.0,56,57,0.5,1,95,
284.0,59,59,0.5,0,95,
284.0,71,66,1.0,0,95,f
284.5,49,53,0.5,1,95,
284.5,61,60,0.5,0,95,
285.0,42,49,2.0,1,96,
285.0,54,56,0.5,1,96,
285.0,57,58,0.5,0,96,
285.0,69,65,2.0,0,96,f
285.5,49,53,0.5,1,96,
285.5,61,60,0.5,0,96,
286.0,54,56,0.5,1,96,
286.0,57,58,0.5,0,96,
286.5,49,53,0.5,1,96,
286.5,61,60,0.5,0,96,
287.0,40,48,1.0,1,96,
287.0,52,55,0.5,1,96,
287.0,55,57,0.5,0,96,
287.0,67,64,1.0,0,96,f
287.5,45,51,0.5,1,96,
287.5,61,60,0.5,0,96,
288.0,38,47,5.0,1,97,
288.0,50,54,0.5,1,97,
288.0,54,56,0.5,0,97,
288.0,66,63,5.0,0,97,f
288.5,45,51,0.5,1,97,
288.5,57,58,0.5,0,97,
289.0,50,54,0.5,1,97,
