onset,midi_number,morphetic_number,duration,staff_number,measure,type
42.0,62,61,1.0,0,19,
42.0,68,65,1.0,0,19,
42.0,70,66,1.0,0,19,
42.0,74,68,1.0,0,19,d
43.0,51,55,1.0,1,19,
43.0,55,57,1.0,1,19,
43.0,63,62,1.0,0,19,
43.0,70,66,1.0,0,19,
43.0,75,69,1.0,0,19,d
44.0,50,54,1.0,1,20,
44.0,53,56,1.0,1,20,
44.0,65,63,1.0,0,20,
44.0,70,66,1.0,0,20,
44.0,77,70,1.0,0,20,d
45.0,48,53,1.0,1,20,
45.0,51,55,1.0,1,20,
45.0,67,64,1.0,0,20,
45.0,70,66,1.0,0,20,
45.0,79,71,1.0,0,20,d
46.0,46,52,1.0,1,20,
46.0,50,54,1.0,1,20,
46.0,68,65,1.0,0,20,
46.0,70,66,1.0,0,20,
46.0,80,72,1.0,0,20,d
47.0,46,52,1.0,1,20,
47.0,50,54,1.0,1,20,
47.0,53,56,1.0,1,20,
47.0,70,66,1.0,0,20,
47.0,82,73,1.0,0,20,d
48.0,39,48,0.5,1,21,
48.0,67,64,1.0,0,21,
48.0,70,66,1.0,0,21,
48.0,79,71,1.0,0,21,d
48.5,46,52,0.5,1,21,
49.0,55,57,0.5,1,21,
49.5,46,52,0.5,1,21,
50.0,39,48,0.5,1,21,
50.0,70,66,1.0,0,21,
50.0,82,73,1.0,0,21,e
50.5,46,52,0.5,1,21,
51.0,55,57,0.5,1,21,
51.5,46,52,0.5,1,21,
52.0,41,49,0.5,1,22,
52.0,82,73,3.0,0,22,
52.0,94,80,3.0,0,22,e
52.5,46,52,0.5,1,22,
53.0,56,58,0.5,1,22,
53.5,46,52,0.5,1,22,
54.0,41,49,0.5,1,22,
54.5,46,52,0.5,1,22,
55.0,56,58,0.5,1,22,
55.0,70,66,4.0,0,22,
55.0,82,73,1.0,0,22,d
55.5,46,52,0.5,1,22,
56.0,43,50,0.5,1,23,
56.5,46,52,0.5,1,23,
57.0,58,59,0.5,1,23,
57.5,46,52,0.5,1,23,
58.0,43,50,0.5,1,23,
58.5,46,52,0.5,1,23,
59.0,58,59,0.5,1,23,
59.0,67,64,1.0,0,23,
59.0,79,71,1.0,0,23,d
59.5,46,52,0.5,1,23,
60.0,44,51,0.5,1,24,
60.0,65,63,1.0,0,24,
60.0,77,70,1.0,0,24,d
60.5,46,52,0.5,1,24,
61.0,56,58,0.5,1,24,
61.0,62,61,1.0,0,24,
61.0,74,68,1.0,0,24,d
61.5,46,52,0.5,1,24,
62.0,34,45,0.5,1,24,
62.0,59,60,1.0,0,24,
62.0,71,67,1.0,0,24,d
62.5,46,52,0.5,1,24,
63.0,53,56,0.5,1,24,
63.0,58,59,1.0,0,24,
63.0,70,66,1.0,0,24,d
63.5,46,52,0.5,1,24,
64.0,39,48,0.5,1,25,
64.0,58,59,1.0,0,25,
64.0,70,66,1.0,0,25,d
64.5,46,52,0.5,1,25,
65.0,55,57,0.5,1,25,
65.5,46,52,0.5,1,25,
66.0,39,48,0.5,1,25,
66.0,70,66,1.0,0,25,
66.0,82,73,1.0,0,25,e
66.5,46,52,0.5,1,25,
67.0,55,57,0.5,1,25,
67.5,46,52,0.5,1,25,
68.0,41,49,0.5,1,26,
68.0,82,73,3.0,0,26,
68.0,94,80,3.0,0,26,e
68.5,46,52,0.5,1,26,
69.0,56,58,0.5,1,26,
69.5,46,52,0.5,1,26,
70.0,41,49,0.5,1,26,
70.5,46,52,0.5,1,26,
71.0,56,58,0.5,1,26,
71.0,70,66,4.0,0,26,
71.0,82,73,1.0,0,26,d
71.5,46,52,0.5,1,26,
72.0,43,50,0.5,1,27,
72.5,51,55,0.5,1,27,
73.0,58,59,0.5,1,27,
73.5,51,55,0.5,1,27,
74.0,43,50,0.5,1,27,
74.5,51,55,0.5,1,27,
75.0,58,59,0.5,1,27,
75.0,67,64,1.0,0,27,
75.0,79,71,1.0,0,27,d
75.5,51,55,0.5,1,27,
76.0,44,51,0.5,1,28,
76.0,64,62,1.0,0,28,
76.0,76,69,1.0,0,28,d
76.5,51,55,0.5,1,28,
77.0,60,60,0.5,1,28,
77.0,65,63,1.0,0,28,
77.0,77,70,1.0,0,28,d
77.5,51,55,0.5,1,28,
78.0,45,51,0.5,1,28,
78.0,60,60,1.0,0,28,
78.0,72,67,1.0,0,28,d
78.5,53,56,0.5,1,28,
79.0,60,60,0.5,1,28,
79.0,63,62,1.0,0,28,
79.0,75,69,1.0,0,28,d
79.5,53,56,0.5,1,28,
80.0,46,52,1.0,1,29,
80.0,58,59,1.0,1,29,
80.0,62,61,0.5,0,29,
80.0,74,68,0.5,0,29,d
80.5,70,66,0.5,0,29,f
81.0,63,62,0.5,1,29,
81.0,69,65,0.5,0,29,f
81.5,62,61,0.5,1,29,
81.5,70,66,0.5,0,29,f
82.0,60,60,0.5,1,29,
82.0,69,65,0.5,0,29,
82.0,72,67,0.5,0,29,f
82.5,58,59,0.5,1,29,
82.5,70,66,0.5,0,29,
82.5,74,68,0.5,0,29,f
83.0,57,58,0.5,1,29,
83.0,72,67,0.5,0,29,
83.0,75,69,0.5,0,29,f
83.5,56,58,0.5,1,29,
83.5,74,68,0.5,0,29,
83.5,77,70,0.5,0,29,f
84.0,55,57,0.5,1,30,
84.0,75,69,2.0,0,30,
84.0,79,71,2.0,0,30,f
84.5,53,56,0.5,1,30,
85.0,51,55,0.5,1,30,
85.5,50,54,0.5,1,30,
86.0,51,55,0.5,1,30,
86.0,80,72,0.5,0,30,
86.0,84,74,0.5,0,30,f
86.5,53,56,0.5,1,30,
86.5,79,71,0.5,0,30,
86.5,82,73,0.5,0,30,f
87.0,55,57,0.5,1,30,
87.0,77,70,0.5,0,30,
87.0,80,72,0.5,0,30,f
87.5,56,58,0.5,1,30,
87.5,75,69,0.5,0,30,
87.5,79,71,0.5,0,30,f
88.0,58,59,1.0,1,31,
88.0,74,68,1.0,0,31,
88.0,77,70,1.0,0,31,f
89.0,60,60,0.5,1,31,
89.5,62,61,0.5,1,31,
90.0,63,62,0.5,1,31,
90.0,92,79,0.5,0,31,
90.0,96,81,0.5,0,31,f
90.5,65,63,0.5,1,31,
90.5,91,78,0.5,0,31,
90.5,94,80,0.5,0,31,f
91.0,67,64,0.5,1,31,
91.0,89,77,0.5,0,31,
91.0,92,79,0.5,0,31,f
91.5,68,65,0.5,1,31,
91.5,87,76,0.5,0,31,
91.5,91,78,0.5,0,31,f
92.0,70,66,1.0,1,32,
92.0,86,75,1.0,0,32,
92.0,89,77,1.0,0,32,f
93.0,68,65,0.5,1,32,
93.0,74,68,0.5,0,32,
93.0,84,74,0.5,0,32,f
93.5,67,64,0.5,1,32,
93.5,75,69,0.5,0,32,
93.5,82,73,0.5,0,32,f
94.0,65,63,0.5,1,32,
94.0,71,66,0.5,0,32,
94.0,80,72,0.5,0,32,f
94.5,63,62,0.5,1,32,
94.5,72,67,0.5,0,32,
94.5,79,71,0.5,0,32,f
95.0,62,61,0.5,1,32,
95.0,67,64,0.5,0,32,
95.0,77,70,0.5,0,32,f
95.5,60,60,0.5,1,32,
95.5,75,69,0.5,0,32,
95.5,78,70,0.5,0,32,f
96.0,59,59,0.5,1,33,
96.0,74,68,0.5,0,33,
96.0,79,71,0.5,0,33,f
96.5,57,58,0.5,1,33,
96.5,74,68,0.5,0,33,
96.5,78,70,0.5,0,33,
96.5,81,72,0.5,0,33,f
97.0,55,57,0.5,1,33,
97.0,74,68,0.5,0,33,
97.0,79,71,0.5,0,33,
97.0,83,73,0.5,0,33,f
97.5,53,56,0.5,1,33,
97.5,74,68,0.5,0,33,
97.5,79,71,0.5,0,33,
97.5,83,73,0.5,0,33,f
98.0,51,55,0.5,1,33,
98.0,75,69,0.5,0,33,
98.0,79,71,0.5,0,33,
98.0,84,74,0.5,0,33,f
98.5,50,54,0.5,1,33,
98.5,77,70,0.5,0,33,
98.5,83,73,0.5,0,33,
98.5,86,75,0.5,0,33,f
99.0,48,53,0.5,1,33,
99.0,79,71,0.5,0,33,
99.0,84,74,0.5,0,33,
99.0,87,76,0.5,0,33,f
99.5,46,52,0.5,1,33,
99.5,48,53,0.5,1,33,
99.5,79,71,0.5,0,33,
99.5,84,74,0.5,0,33,
99.5,88,76,0.5,0,33,f
100.0,46,52,1.0,1,34,
100.0,48,53,1.0,1,34,
100.0,79,71,1.0,0,34,
100.0,84,74,1.0,0,34,
100.0,88,76,1.0,0,34,f
102.0,45,51,1.0,1,34,
102.0,48,53,1.0,1,34,
102.0,77,70,1.0,0,34,
102.0,84,74,1.0,0,34,
102.0,89,77,1.0,0,34,
104.0,42,50,3.0,1,35,
104.0,48,53,8.0,1,35,
104.0,70,66,5.0,0,35,
104.0,75,69,3.0,0,35,a
107.0,41,49,1.0,1,35,
107.0,77,70,1.0,0,35,a
108.0,70,66,1.0,0,36,
108.0,78,71,4.0,0,36,a
109.0,70,66,0.5,0,36,
109.5,69,65,0.5,0,36,
110.0,70,66,0.5,0,36,
110.5,69,65,0.5,0,36,
111.0,70,66,0.5,0,36,
111.5,69,65,0.5,0,36,
112.0,42,50,3.0,1,37,
112.0,48,53,8.0,1,37,
112.0,70,66,5.0,0,37,
112.0,75,69,3.0,0,37,a
115.0,41,49,1.0,1,37,
115.0,77,70,1.0,0,37,a
116.0,70,66,1.0,0,38,
116.0,79,71,4.0,0,38,a
117.0,70,66,0.5,0,38,
117.5,69,65,0.5,0,38,
118.0,70,66,0.5,0,38,
118.5,69,65,0.5,0,38,
119.0,70,66,0.5,0,38,
119.5,69,65,0.5,0,38,
120.0,41,49,1.0,1,39,
120.0,48,53,1.0,1,39,
120.0,78,71,1.0,0,39,
121.0,70,66,0.5,0,39,
121.5,69,65,0.5,0,39,
122.0,70,66,0.5,0,39,
122.5,69,65,0.5,0,39,
123.0,70,66,0.5,0,39,
123.5,69,65,0.5,0,39,
124.0,41,49,1.0,1,40,
124.0,50,54,1.0,1,40,
124.0,77,70,1.0,0,40,
125.0,72,67,0.5,0,40,
125.5,71,66,0.5,0,40,
126.0,72,67,0.5,0,40,
126.5,71,66,0.5,0,40,
127.0,72,67,0.5,0,40,
127.5,71,66,0.5,0,40,
128.0,41,49,1.0,1,41,
128.0,51,55,1.0,1,41,
128.0,77,70,1.0,0,41,
129.0,74,68,0.5,0,41,c
129.5,72,67,0.5,0,41,c
130.0,41,49,1.0,1,41,
130.0,50,54,1.0,1,41,
130.0,77,70,1.0,0,41,c
131.0,72,67,0.5,0,41,
131.5,70,66,0.5,0,41,
132.0,41,49,1.0,1,42,
132.0,48,53,1.0,1,42,
132.0,77,70,1.0,0,42,c
133.0,70,66,0.5,0,42,c
133.5,69,65,0.5,0,42,c
134.0,41,49,1.0,1,42,
134.0,50,54,1.0,1,42,
134.0,77,70,1.0,0,42,c
135.0,72,67,0.5,0,42,c
135.5,70,66,0.5,0,42,c
136.0,41,49,1.0,1,43,
136.0,48,53,1.0,1,43,
136.0,78,71,1.0,0,43,c
137.0,70,66,0.5,0,43,
137.5,69,65,0.5,0,43,
138.0,70,66,0.5,0,43,
138.5,69,65,0.5,0,43,
139.0,70,66,0.5,0,43,
139.5,69,65,0.5,0,43,
140.0,41,49,1.0,1,44,
140.0,50,54,1.0,1,44,
140.0,77,70,1.0,0,44,
141.0,72,67,0.5,0,44,
141.5,71,66,0.5,0,44,
142.0,72,67,0.5,0,44,
142.5,71,66,0.5,0,44,
143.0,72,67,0.5,0,44,
143.5,71,66,0.5,0,44,
144.0,41,49,1.0,1,45,
144.0,51,55,1.0,1,45,
144.0,77,70,1.0,0,45,
145.0,74,68,0.5,0,45,c
145.5,72,67,0.5,0,45,c
146.0,41,49,1.0,1,45,
146.0,50,54,1.0,1,45,
146.0,77,70,1.0,0,45,c
147.0,72,67,0.5,0,45,
147.5,71,66,0.5,0,45,
148.0,41,49,1.0,1,46,
148.0,51,55,1.0,1,46,
148.0,77,70,1.0,0,46,c
149.0,74,68,0.5,0,46,c
149.5,72,67,0.5,0,46,c
150.0,53,56,1.0,1,46,
150.0,77,70,1.0,0,46,c
151.0,55,57,0.5,1,46,
151.0,72,67,2.0,0,46,
151.0,75,69,1.0,0,46,a
151.5,57,58,0.5,1,46,
152.0,58,59,0.5,1,47,
152.0,65,63,2.0,0,47,
152.0,72,67,1.0,0,47,
152.0,75,69,1.0,0,47,
152.5,60,60,0.5,1,47,
153.0,62,61,0.5,1,47,
153.0,70,66,1.0,0,47,
153.0,74,68,1.0,0,47,a
153.5,63,62,0.5,1,47,
154.0,65,63,1.0,1,47,
154.0,69,65,1.0,0,47,
154.0,72,67,1.0,0,47,a
155.0,67,64,0.5,1,47,
155.0,84,74,2.0,0,47,
155.0,87,76,1.0,0,47,a
155.5,69,65,0.5,1,47,
156.0,70,66,0.5,1,48,
156.0,77,70,2.0,0,48,
156.0,84,74,1.0,0,48,
156.0,87,76,1.0,0,48,
156.5,72,67,0.5,1,48,
157.0,74,68,0.5,1,48,
157.0,82,73,1.0,0,48,
157.0,86,75,1.0,0,48,a
157.5,75,69,0.5,1,48,
158.0,77,70,1.0,1,48,
158.0,81,72,1.0,0,48,
158.0,84,74,1.0,0,48,a
159.0,75,69,1.0,1,48,
159.0,81,72,1.0,0,48,
159.0,84,74,1.0,0,48,
159.0,91,78,1.0,0,48,a
160.0,74,68,1.0,1,49,
160.0,77,70,1.0,0,49,
160.0,82,73,1.0,0,49,
160.0,91,78,1.0,0,49,
161.0,73,68,1.0,1,49,
161.0,77,70,1.0,0,49,
161.0,82,73,1.0,0,49,
161.0,89,77,2.0,0,49,a
162.0,72,67,1.0,1,49,
162.0,79,71,1.0,0,49,
162.0,82,73,1.0,0,49,
163.0,65,63,1.0,1,49,
163.0,81,72,1.0,0,49,
163.0,84,74,1.0,0,49,
163.0,87,76,1.0,0,49,a
164.0,58,59,1.0,1,50,
164.0,58,59,4.0,1,50,
164.0,86,75,4.0,0,50,
164.0,86,75,0.5,0,50,a
164.5,77,70,0.5,0,50,
165.0,61,60,2.0,1,50,
165.0,64,62,2.0,1,50,
165.0,79,71,0.5,0,50,
165.5,77,70,0.5,0,50,
166.0,79,71,0.5,0,50,
166.5,77,70,0.5,0,50,
167.0,62,61,1.0,1,50,
167.0,65,63,1.0,1,50,
167.0,79,71,0.5,0,50,
167.5,77,70,0.5,0,50,
168.0,58,59,4.0,1,51,
168.0,84,74,4.0,0,51,
168.0,84,74,0.5,0,51,a
168.5,75,69,0.5,0,51,
169.0,66,64,2.0,1,51,
169.0,77,70,0.5,0,51,
169.5,75,69,0.5,0,51,
170.0,77,70,0.5,0,51,
170.5,75,69,0.5,0,51,
171.0,65,63,1.0,1,51,
171.0,77,70,0.5,0,51,
171.5,75,69,0.5,0,51,
172.0,58,59,1.0,1,52,
172.0,74,68,0.5,0,52,
172.0,82,73,2.0,0,52,a
172.5,70,66,0.5,0,52,
173.0,62,61,1.0,1,52,
173.0,65,63,1.0,1,52,
173.0,72,67,0.5,0,52,
173.5,70,66,0.5,0,52,
174.0,63,62,1.0,1,52,
174.0,67,64,1.0,1,52,
174.0,79,71,1.0,0,52,
174.0,79,71,0.5,0,52,d
174.5,70,66,0.5,0,52,
175.0,62,61,1.0,1,52,
175.0,65,63,1.0,1,52,
175.0,77,70,1.0,0,52,
175.0,77,70,0.5,0,52,d
175.5,70,66,0.5,0,52,
176.0,53,56,4.0,1,53,
176.0,62,61,1.0,1,53,
176.0,70,66,0.5,0,53,
176.0,77,70,1.0,0,53,d
176.5,65,63,0.5,0,53,
177.0,60,60,1.0,1,53,
177.0,63,62,1.0,1,53,
177.0,69,65,0.5,0,53,
177.0,75,69,1.0,0,53,d
177.5,65,63,0.5,0,53,
178.0,58,59,1.0,1,53,
178.0,62,61,1.0,1,53,
178.0,70,66,0.5,0,53,
178.0,74,68,1.0,0,53,d
178.5,65,63,0.5,0,53,
179.0,57,58,1.0,1,53,
179.0,60,60,1.0,1,53,
179.0,72,67,1.0,0,53,
179.0,72,67,0.5,0,53,d
179.5,65,63,0.5,0,53,
180.0,46,52,4.0,1,54,
180.0,74,68,4.0,0,54,
180.0,74,68,0.5,0,54,a
180.5,65,63,0.5,0,54,
181.0,49,53,2.0,1,54,
181.0,52,55,2.0,1,54,
181.0,67,64,0.5,0,54,
181.5,65,63,0.5,0,54,
182.0,67,64,0.5,0,54,
182.5,65,63,0.5,0,54,
183.0,50,54,1.0,1,54,
183.0,53,56,1.0,1,54,
183.0,67,64,0.5,0,54,
183.5,65,63,0.5,0,54,
184.0,46,52,4.0,1,55,
184.0,72,67,4.0,0,55,
184.0,72,67,0.5,0,55,a
184.5,63,62,0.5,0,55,
185.0,57,58,3.0,1,55,
185.0,65,63,0.5,0,55,
185.5,63,62,0.5,0,55,
186.0,65,63,0.5,0,55,
186.5,63,62,0.5,0,55,
187.0,65,63,0.5,0,55,
187.5,63,62,0.5,0,55,
188.0,41,49,4.0,1,56,
188.0,46,52,1.0,1,56,
188.0,62,61,0.5,0,56,
188.0,70,66,2.0,0,56,a
188.5,58,59,0.5,0,56,
189.0,50,54,1.0,1,56,
189.0,53,56,1.0,1,56,
189.0,60,60,0.5,0,56,
189.5,58,59,0.5,0,56,
190.0,51,55,1.0,1,56,
190.0,55,57,1.0,1,56,
190.0,67,64,1.0,0,56,
190.0,67,64,0.5,0,56,d
190.5,58,59,0.5,0,56,
191.0,50,54,1.0,1,56,
191.0,53,56,1.0,1,56,
191.0,65,63,1.0,0,56,
191.0,65,63,0.5,0,56,d
191.5,58,59,0.5,0,56,
192.0,50,54,1.0,1,57,
192.0,58,59,0.5,0,57,
192.0,65,63,1.0,0,57,d
192.5,53,56,0.5,0,57,
193.0,48,53,1.0,1,57,
193.0,51,55,1.0,1,57,
193.0,57,58,0.5,0,57,
193.0,63,62,1.0,0,57,d
193.5,53,56,0.5,0,57,
194.0,46,52,1.0,1,57,
194.0,50,54,1.0,1,57,
194.0,58,59,0.5,0,57,
194.0,62,61,1.0,0,57,d
194.5,53,56,0.5,0,57,
195.0,45,51,1.0,1,57,
195.0,48,53,1.0,1,57,
195.0,60,60,1.0,0,57,
195.0,60,60,0.5,0,57,d
195.5,53,56,0.5,0,57,
196.0,34,45,1.5,1,58,
196.0,46,52,1.5,1,58,g
196.0,58,59,2.0,0,58,
196.0,58,59,0.5,0,58,d
196.5,54,57,2.0,0,58,
197.0,50,54,1.0,0,58,
197.0,54,57,1.0,0,58,
197.5,42,50,0.5,1,58,g
198.0,41,49,1.0,1,58,g
